member	context	faction
#campaign_group_member_criteria_factions_tables;1;db/campaign_group_member_criteria_factions_tables/rhox_iee_lccp_torinubar_diplomacy		
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionBeastmen	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionBeastmen_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionBeastmen_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionBretonnia	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionBretonnia_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionBretonnia_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionChaos	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionChaos_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionChaos_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionDarkElves	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionDarkElves_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionDarkElves_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionDwarf	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionDwarf_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionDwarf_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionEmpire	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionEmpire_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionEmpire_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionGreenskin	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionGreenskin_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionGreenskin_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionHighElves	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionHighElves_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionHighElves_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionLizardmen	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionLizardmen_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionLizardmen_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionSkaven	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionSkaven_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionSkaven_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionTombKings	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionTombKings_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionTombKings_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionVamp	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionVamp_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionVamp_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionWoodElves	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionWoodElves_&_Negative	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_OtherFactionWoodElves_&_Positive	ACTOR	cr_hef_gate_guards
diplomacy_FactionGroup_HE_Princess_Faction_GateGuards_&_Positive	ACTOR	cr_hef_gate_guards
