id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_iee_lccp		
rhox_valbrand_feature	rhox_valbrand_feature	0.0000
rhox_valbrand_camp_valbrand	rhox_valbrand_camp	0.0000
rhox_torinubar_caravan	rhox_torinubar_caravan	5.0000
rhox_torinubar_feature	rhox_torinubar_feature	0.0000
rhox_torinubar_caravan_stance	rhox_torinubar_caravan_stance	0.0000
rhox_valbrand_camp_stance_horde	rhox_valbrand_camp_stance	0.0000
rhox_valbrand_camp_stance_valbrand	rhox_valbrand_camp_stance	0.0000
wh3_main_winds_of_magic_TORINUBAR_CARAVAN	wh3_main_winds_of_magic	0.0000
wh3_main_winds_of_magic_VALBRAND_HORDE	wh3_main_winds_of_magic	0.0000
wh3_main_winds_of_magic_VALBRAND__AGENT_HORDE	wh3_main_winds_of_magic	0.0000
rhox_valbrand_streak	rhox_valbrand_streak	0.0000
rhox_volrik_feature	rhox_volrik_feature	0.0000
rhox_volrik_high_wom	rhox_volrik_high_wom	0.0000
rhox_hrothyogg_recruiter	rhox_hrothyogg_recruiter	0.0000
rhox_hrothyogg_character_initiative_set_ogre_big_names_hrothyogg	rhox_hrothyogg_character_initiative_set_ogre_big_names_hrothyogg	0.0000
rhox_burlok_feature	rhox_burlok_feature	0.0000
rhox_dolmance_feature	rhox_dolmance_feature	0.0000
rhox_dolmance_captive_option	rhox_dolmance_captive_option	5.0000
rhox_engra_handover_group	rhox_engra_handover_group	5.0000
wh3_dlc20_feature_chaos_warriors_engra	wh3_dlc20_feature_chaos_warriors	0.0000
rhox_arbaal_feature_group	rhox_arbaal_feature_group	0.0000
rhox_engra_feature_group	rhox_engra_feature_group	0.0000
rhox_arbaal_resource_effects_1	rhox_arbaal_resource_effects_1	0.0000
rhox_arbaal_resource_effects_2	rhox_arbaal_resource_effects_2	0.0000
rhox_arbaal_resource_effects_3	rhox_arbaal_resource_effects_3	0.0000
rhox_arbaal_resource_effects_4	rhox_arbaal_resource_effects_4	0.0000
rhox_thorgar_initiative_set	rhox_thorgar_initiative_set	5.0000
rhox_thorgar_ascend	rhox_thorgar_ascend	5.0000
rhox_duriath_character_bound_horde	wh2_dlc11_character_bound_horde_agents	0.0000
wh3_main_diplomacy_disabled_between_factions_deathswords	wh3_main_diplomacy_disabled_between_factions	0.0000
wh3_main_feature_chaos_excluding_belakor_wh3_main_chs_deathswords	wh3_main_feature_chaos_excluding_belakor	0.0000
wh3_main_seductive_influence_seducible_factions_subcult_warriors_of_chaos_deathswords	wh3_main_pooled_resource_seductive_influence_seducible_factions	0.0000
rhox_hrothyogg_event_feed_group	rhox_hrothyogg_event_feed_group	0.0000
wh3_dlc20_character_initiative_set_lord_upgrades_engra	wh3_dlc20_character_initiative_set_lord_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_exalted_hero_upgrades_engra	wh3_dlc20_character_initiative_set_exalted_hero_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_death_engra	wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_shadows_engra	wh3_dlc20_character_initiative_set_sorcerer_death_shadows_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_fire_engra	wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_metal_engra	wh3_dlc20_character_initiative_set_sorcerer_fire_metal_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_death_engra	wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_shadows_engra	wh3_dlc20_character_initiative_set_sorcerer_lord_death_shadows_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_fire_engra	wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_warriors	0.0000
wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_metal_engra	wh3_dlc20_character_initiative_set_sorcerer_lord_fire_metal_upgrades_warriors	0.0000
