id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_iee_lccp_corruption		
wh3_main_corruption_khorne_1-10_rhox_valbrand	wh3_main_corruption_khorne_good_1-10	5.0000
wh3_main_corruption_khorne_11-20_rhox_valbrand	wh3_main_corruption_khorne_good_11-20	5.0000
wh3_main_corruption_khorne_21-30_rhox_valbrand	wh3_main_corruption_khorne_good_21-30	5.0000
wh3_main_corruption_khorne_31-40_rhox_valbrand	wh3_main_corruption_khorne_good_31-40	5.0000
wh3_main_corruption_khorne_41-50_rhox_valbrand	wh3_main_corruption_khorne_good_41-50	5.0000
wh3_main_corruption_khorne_51-60_rhox_valbrand	wh3_main_corruption_khorne_good_51-60	5.0000
wh3_main_corruption_khorne_61-70_rhox_valbrand	wh3_main_corruption_khorne_good_61-70	5.0000
wh3_main_corruption_khorne_71-80_rhox_valbrand	wh3_main_corruption_khorne_good_71-80	5.0000
wh3_main_corruption_khorne_81-90_rhox_valbrand	wh3_main_corruption_khorne_good_81-90	5.0000
wh3_main_corruption_khorne_91-100_rhox_valbrand	wh3_main_corruption_khorne_good_91-100	5.0000
wh3_main_corruption_tzeentch_1-10_rhox_volrik	wh3_main_corruption_tzeentch_good_1-10	5.0000
wh3_main_corruption_tzeentch_11-20_rhox_volrik	wh3_main_corruption_tzeentch_good_11-20	5.0000
wh3_main_corruption_tzeentch_21-30_rhox_volrik	wh3_main_corruption_tzeentch_good_21-30	5.0000
wh3_main_corruption_tzeentch_31-40_rhox_volrik	wh3_main_corruption_tzeentch_good_31-40	5.0000
wh3_main_corruption_tzeentch_41-50_rhox_volrik	wh3_main_corruption_tzeentch_good_41-50	5.0000
wh3_main_corruption_tzeentch_51-60_rhox_volrik	wh3_main_corruption_tzeentch_good_51-60	5.0000
wh3_main_corruption_tzeentch_61-70_rhox_volrik	wh3_main_corruption_tzeentch_good_61-70	5.0000
wh3_main_corruption_tzeentch_71-80_rhox_volrik	wh3_main_corruption_tzeentch_good_71-80	5.0000
wh3_main_corruption_tzeentch_81-90_rhox_volrik	wh3_main_corruption_tzeentch_good_81-90	5.0000
wh3_main_corruption_tzeentch_91-100_rhox_volrik	wh3_main_corruption_tzeentch_good_91-100	5.0000
wh3_main_corruption_slaanesh_1-10_rhox_dolmance	wh3_main_corruption_slaanesh_good_1-10	2.0000
wh3_main_corruption_slaanesh_11-20_rhox_dolmance	wh3_main_corruption_slaanesh_good_11-20	2.0000
wh3_main_corruption_slaanesh_21-30_rhox_dolmance	wh3_main_corruption_slaanesh_good_21-30	2.0000
wh3_main_corruption_slaanesh_31-40_rhox_dolmance	wh3_main_corruption_slaanesh_good_31-40	2.0000
wh3_main_corruption_slaanesh_41-50_rhox_dolmance	wh3_main_corruption_slaanesh_good_41-50	2.0000
wh3_main_corruption_slaanesh_51-60_rhox_dolmance	wh3_main_corruption_slaanesh_good_51-60	2.0000
wh3_main_corruption_slaanesh_61-70_rhox_dolmance	wh3_main_corruption_slaanesh_good_61-70	2.0000
wh3_main_corruption_slaanesh_71-80_rhox_dolmance	wh3_main_corruption_slaanesh_good_71-80	2.0000
wh3_main_corruption_slaanesh_81-90_rhox_dolmance	wh3_main_corruption_slaanesh_good_81-90	2.0000
wh3_main_corruption_slaanesh_91-100_rhox_dolmance	wh3_main_corruption_slaanesh_good_91-100	2.0000
