key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/rhox_iee_woc						
143748048	wh_main_chs_mon_chaos_warhounds_0_province_pool	1	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748049	wh3_main_tze_inf_forsaken_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748050	wh3_main_kho_mon_spawn_of_khorne_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748051	wh_main_chs_mon_chaos_spawn_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748052	wh3_dlc20_chs_inf_forsaken_msla_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748053	wh3_main_sla_inf_marauders_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748054	wh3_dlc20_chs_inf_forsaken_mkho_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748055	wh_main_chs_mon_chaos_warhounds_1_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748056	wh3_dlc20_chs_inf_chaos_marauders_mtze_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748057	wh3_dlc20_chs_inf_chaos_marauders_mkho_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748058	wh3_dlc24_tze_inf_tzaangors_faction_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748059	wh3_main_sla_mon_spawn_of_slaanesh_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748060	wh_dlc01_chs_inf_forsaken_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748061	wh3_main_nur_mon_spawn_of_nurgle_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748062	wh3_main_tze_mon_spawn_of_tzeentch_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748063	wh3_main_nur_inf_forsaken_0_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748064	wh3_dlc20_chs_inf_chaos_marauders_mnur_province_pool	0	wh3_dlc20_chs_province_pool	rhox_chs_the_deathswords		
143748065	wh3_dlc20_chs_mon_warshrine_mkho_faction_pool	0	wh3_dlc20_chs_faction_pool	rhox_nor_firebrand_slavers		
143748066	wh3_dlc20_chs_mon_warshrine_mtze_faction_pool	0	wh3_dlc20_chs_faction_pool	rhox_nor_ravenblessed		
143748067	wh3_dlc24_tze_mon_flamers_changebringers_faction_pool	0	wh3_dlc20_chs_faction_pool	rhox_nor_ravenblessed		
143748068	wh3_dlc26_kho_mon_bloodbeast_of_khorne_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool	rhox_nor_firebrand_slavers		
143748069	wh3_dlc26_kho_mon_slaughterbrute_warriors_faction_pool	0	wh3_dlc20_chs_faction_pool	rhox_nor_firebrand_slavers		
