agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/rhox_thorgar			
champion	rhox_nor_khazags	wh3_main_ie_nor_killgore_slaymaim	false
champion	rhox_nor_khazags	wh_dlc08_nor_skin_wolf_werekin	false
colonel	rhox_nor_khazags	wh_main_nor_marauder_chieftain	false
dignitary	rhox_nor_khazags	wh_dlc08_nor_fimir_balefiend_fire	false
dignitary	rhox_nor_khazags	wh_dlc08_nor_fimir_balefiend_shadow	false
general	rhox_nor_khazags	wh3_main_ie_nor_burplesmirk_spewpit	false
general	rhox_nor_khazags	wh_dlc08_nor_arzik	false
general	rhox_nor_khazags	wh_dlc08_nor_wulfrik	false
general	rhox_nor_khazags	wh_main_nor_marauder_chieftain	false
minister	rhox_nor_khazags	wh_main_nor_marauder_chieftain	false
wizard	rhox_nor_khazags	wh_dlc08_nor_kihar	false
wizard	rhox_nor_khazags	wh_dlc08_nor_shaman_sorcerer_death	false
wizard	rhox_nor_khazags	wh_dlc08_nor_shaman_sorcerer_fire	false
wizard	rhox_nor_khazags	wh_dlc08_nor_shaman_sorcerer_metal	false
