agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/rhox_zach			
champion	rhox_vmp_the_everliving	wh2_dlc17_vmp_kevon_lloydstein	false
champion	rhox_vmp_the_everliving	wh_main_vmp_wight_king	false
colonel	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_blood_dragon	false
colonel	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_lahmian	false
colonel	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_necrarch	false
colonel	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_strigoi	false
colonel	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_von_carstein	false
colonel	rhox_vmp_the_everliving	wh_main_vmp_lord	false
dignitary	rhox_vmp_the_everliving	wh_dlc05_vmp_vampire_shadow	false
dignitary	rhox_vmp_the_everliving	wh_main_vmp_vampire_death	false
general	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_blood_dragon	false
general	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_lahmian	false
general	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_necrarch	false
general	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_strigoi	false
general	rhox_vmp_the_everliving	wh2_dlc11_vmp_bloodline_von_carstein	false
general	rhox_vmp_the_everliving	wh_dlc04_vmp_strigoi_ghoul_king	false
general	rhox_vmp_the_everliving	wh_main_vmp_heinrich_kemmler	false
general	rhox_vmp_the_everliving	wh_main_vmp_lord	false
general	rhox_vmp_the_everliving	wh_main_vmp_master_necromancer	false
minister	rhox_vmp_the_everliving	wh_main_vmp_lord	false
spy	rhox_vmp_the_everliving	wh_main_vmp_banshee	false
wizard	rhox_vmp_the_everliving	wh_main_vmp_necromancer	false
