agent	faction	subtype	mod_disabled
#faction_agent_permitted_subtypes_tables;1;db/faction_agent_permitted_subtypes_tables/rhox_sceolan			
champion	rhox_wef_far_away_forest	wh_dlc05_wef_branchwraith	false
colonel	rhox_wef_far_away_forest	wh_dlc05_wef_glade_lord	false
dignitary	rhox_wef_far_away_forest	wh2_twa02_wef_glade_captain	false
general	rhox_wef_far_away_forest	wh2_dlc16_wef_drycha	false
general	rhox_wef_far_away_forest	wh2_dlc16_wef_sisters_of_twilight	false
general	rhox_wef_far_away_forest	wh2_dlc16_wef_spellweaver_beasts	false
general	rhox_wef_far_away_forest	wh2_dlc16_wef_spellweaver_dark	false
general	rhox_wef_far_away_forest	wh2_dlc16_wef_spellweaver_high	false
general	rhox_wef_far_away_forest	wh2_dlc16_wef_spellweaver_life	false
general	rhox_wef_far_away_forest	wh2_dlc16_wef_spellweaver_shadows	false
general	rhox_wef_far_away_forest	wh_dlc05_wef_ancient_treeman	false
general	rhox_wef_far_away_forest	wh_dlc05_wef_durthu	false
general	rhox_wef_far_away_forest	wh_dlc05_wef_glade_lord	false
general	rhox_wef_far_away_forest	wh_dlc05_wef_glade_lord_fem	false
general	rhox_wef_far_away_forest	wh_dlc05_wef_orion	false
minister	rhox_wef_far_away_forest	wh_dlc05_wef_glade_lord	false
spy	rhox_wef_far_away_forest	wh_dlc05_wef_waystalker	false
wizard	rhox_wef_far_away_forest	wh2_dlc16_wef_ariel	false
wizard	rhox_wef_far_away_forest	wh_dlc05_wef_spellsinger_beasts	false
wizard	rhox_wef_far_away_forest	wh_dlc05_wef_spellsinger_life	false
wizard	rhox_wef_far_away_forest	wh_dlc05_wef_spellsinger_shadow	false
general	rhox_wef_far_away_forest	rhox_lccp_sceolan_wef_spellweaver_ice	false
wizard	rhox_wef_far_away_forest	rhox_lccp_sceolan_wef_spellsinger_ice	false
