key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_duriath									
hkrul_duriath_innate	innate_hkrul_engra.png			0	true	false	false	100.0000	0
hkrul_duriath_horse	mount_dark_steed.png	True horses no longer, Dark Magic corrupts the finest Elven steeds and turns them into black-flanked killers.	Dark Steed	3	false	false	false	0.0000	0
hkrul_duriath_pegasus	mount_dark_pegasus.png	The corrupted Dark Pegasi fly south from the Chaos Wastes to Naggaroth's Iron Mountains to make their nests.	Dark Pegasus	13	false	false	false	0.0000	0
hkrul_duriath_dragon	mount_black_dragon.png	Secretly nurtured by Malekith, Black Dragons are enchanted with Dark Magic that corrupts and enhances.	Black Dragon	17	false	false	false	0.0000	0
rhox_duriath_special_1_0	campaign_growth.png			0	false	false	false	0.0000	0
rhox_duriath_special_1_1	battle_defence.png			0	false	false	false	0.0000	0
rhox_duriath_special_1_2	campaign_military_spending.png			0	false	false	false	0.0000	0
rhox_duriath_special_1_3	battle_charge.png			0	false	false	false	0.0000	0
rhox_duriath_special_1_4	campaign_agent.png			0	false	false	false	0.0000	0
rhox_duriath_special_2_0	character_general_ability.png			0	false	false	false	0.0000	0
rhox_duriath_special_0_1	campaign_movement.png			0	false	false	false	0.0000	0
