key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_vroth									
innate_hkrul_vroth	innate_hkrul_vroth.png			0	true	false	false	100.0000	0
hkrul_vroth_special_1_0	hkrul_vroth_special_1_0.png			0	false	false	false	0.0000	0
hkrul_vroth_special_1_1	hkrul_vroth_special_1_1.png			0	false	false	false	0.0000	0
hkrul_vroth_special_1_2	hkrul_vroth_special_1_2.png			0	false	false	false	0.0000	0
hkrul_vroth_special_1_3	hkrul_vroth_special_1_3.png			0	false	false	false	0.0000	0
hkrul_vroth_special_1_4	hkrul_vroth_special_1_4.png			0	false	false	false	0.0000	0
hkrul_vroth_special_1_5	hkrul_vroth_special_1_5.png			0	false	false	false	0.0000	0
hkrul_vroth_special_0_1	hkrul_vroth_special_0_1.png			0	false	false	false	0.0000	0
hkrul_vroth_special_0_2	hkrul_vroth_special_0_2.png			0	false	false	false	0.0000	0
hkrul_vroth_chariot	mount_chaos_chariot.png	Marauder mobs are awarded even greater mobility when riding their crude chariots of bone and wood, lashed together with the guts and sinew of the vanquished.	Marauder Chariot	9	false	false	false	0.0000	0
hkrul_vroth_mammoth	mount_mammoth.png	Tainted and savage they may be, but these behemoths remain willing to bear high-status Marauders into battle, trampling flat everything foolish enough to get in their way.	War Mammoth	17	false	false	false	0.0000	0
