key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_adventurers									
innate_hkrul_rhobb	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_rhobb_special_1_0	hkrul_rhobb_special_1_0.png			0	false	false	false	0.0000	0
hkrul_rhobb_special_1_1	hkrul_rhobb_special_1_1.png			0	false	false	false	0.0000	0
hkrul_rhobb_special_1_2	hkrul_rhobb_special_1_2.png			0	false	false	false	0.0000	0
hkrul_rhobb_special_1_3	hkrul_rhobb_special_1_3.png			0	false	false	false	0.0000	0
hkrul_rhobb_special_1_4	hkrul_rhobb_special_1_4.png			0	false	false	false	0.0000	0
hkrul_rhobb_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
innate_hkrul_thulgrim	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_thulgrim_special_1_0	hkrul_thulgrim_special_1_0.png			0	false	false	false	0.0000	0
hkrul_thulgrim_special_1_1	hkrul_thulgrim_special_1_1.png			0	false	false	false	0.0000	0
hkrul_thulgrim_special_1_2	hkrul_thulgrim_special_1_2.png			0	false	false	false	0.0000	0
hkrul_thulgrim_special_1_3	hkrul_thulgrim_special_1_3.png			0	false	false	false	0.0000	0
hkrul_thulgrim_special_1_4	hkrul_thulgrim_special_1_4.png			0	false	false	false	0.0000	0
hkrul_thulgrim_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
innate_hkrul_shaz	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_shaz_special_1_0	hkrul_shaz_special_1_0.png			0	false	false	false	0.0000	0
hkrul_shaz_special_1_1	hkrul_shaz_special_1_1.png			0	false	false	false	0.0000	0
hkrul_shaz_special_1_3	hkrul_shaz_special_1_3.png			0	false	false	false	0.0000	0
hkrul_shaz_special_1_2	hkrul_shaz_special_1_2.png			0	false	false	false	0.0000	0
hkrul_shaz_special_1_4	hkrul_shaz_special_1_4.png			0	false	false	false	0.0000	0
hkrul_shaz_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
innate_hkrul_gargul	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_gargul_special_1_0	hkrul_gargul_special_1_0.png			0	false	false	false	0.0000	0
hkrul_gargul_special_1_1	hkrul_gargul_special_1_1.png			0	false	false	false	0.0000	0
hkrul_gargul_special_1_2	hkrul_gargul_special_1_2.png			0	false	false	false	0.0000	0
hkrul_gargul_special_1_3	hkrul_gargul_special_1_3.png			0	false	false	false	0.0000	0
hkrul_gargul_special_1_4	hkrul_gargul_special_1_4.png			0	false	false	false	0.0000	0
hkrul_gargul_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
innate_hkrul_wundal	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_wundal_special_1_0	hkrul_wundal_special_1_0.png			0	false	false	false	0.0000	0
hkrul_wundal_special_1_1	hkrul_wundal_special_1_1.png			0	false	false	false	0.0000	0
hkrul_wundal_special_1_2	hkrul_wundal_special_1_2.png			0	false	false	false	0.0000	0
hkrul_wundal_special_1_3	hkrul_wundal_special_1_3.png			0	false	false	false	0.0000	0
hkrul_wundal_special_1_4	hkrul_wundal_special_1_4.png			0	false	false	false	0.0000	0
hkrul_wundal_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
innate_hkrul_skargel	trait_dwarf.png			0	true	false	false	100.0000	0
hkrul_skargel_special_1_0	hkrul_skargel_special_1_0.png			0	false	false	false	0.0000	0
hkrul_skargel_special_1_1	hkrul_skargel_special_1_1.png			0	false	false	false	0.0000	0
hkrul_skargel_special_1_3	hkrul_skargel_special_1_3.png			0	false	false	false	0.0000	0
hkrul_skargel_special_1_2	hkrul_skargel_special_1_2.png			0	false	false	false	0.0000	0
hkrul_skargel_special_1_4	hkrul_skargel_special_1_4.png			0	false	false	false	0.0000	0
hkrul_skargel_agent_actions	mount_barded_warhorse.png			0	false	false	false	0.0000	0
