key	image_path	localised_description	localised_name	unlocked_at_rank	is_background_skill	is_female_only_background_skill	is_male_only_background_skill	background_weighting	influence_cost
#character_skills_tables;5;db/character_skills_tables/hkrul_valbrand									
innate_hkrul_valbrand	innate_valbrand.png			0	true	false	false	100.0000	0
hkrul_valbrand_special_1_0	hkrul_valbrand_special_1_0.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_1_1	hkrul_valbrand_special_1_1.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_1_2	hkrul_valbrand_special_1_2.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_1_3	hkrul_valbrand_special_1_3.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_1_4	hkrul_valbrand_special_1_4.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_1_5	hkrul_valbrand_special_1_5.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_2_0	hkrul_valbrand_special_2_0.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_0_1	hkrul_valbrand_special_0_1.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_0_2	hkrul_valbrand_special_0_2.png			0	false	false	false	0.0000	0
hkrul_valbrand_special_0_3	hkrul_valbrand_special_0_3.png			0	false	false	false	0.0000	0
hkrul_valbrand_banner	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_valbrand_holz	mount_barded_warhorse.png			0	false	false	false	0.0000	0
hkrul_valbrand_sword	mount_barded_warhorse.png			0	false	false	false	0.0000	0
rhox_valbrand_nor_lords_campaign_swelling_of_doom	campaign_growth.png	Maybe it is the influence of the Dark Gods that has caused the populace to burgeon and proliferate beyond their natural bounds?	Swelling of Doom	0	false	false	false	0.0000	0
rhox_valbrand_nor_lords_campaign_norse_resilience	campaign_replenishment.png	The bleak, brutal landscape of the far north breeds bloody, warlike tribes in thrall to Chaos' delicious, twisted power.	Norse Resilience	0	false	false	false	0.0000	0
rhox_valbrand_nor_lords_campaign_unnatural_healing	campaign_replenishment.png	Something strange - something no scholar really wishes to discover - governs who dies and who lives in the warlike northern wastes.	Unnatural Healing	0	false	false	false	0.0000	0
