unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/rhox_iee_lccp_faction_leader					
			hkrul_dolmance	mp_cap_group_heroes	false
			hkrul_engra	all_non_chs	true
			hkrul_engra	undivided_characters	false
			hkrul_engra_horse	all_non_chs	true
			hkrul_engra_horse	undivided_characters	false
			hkrul_sceolan	flying_units	false
			hkrul_sceolan	wef_dlc05_elf_characters	false
			hkrul_sceolan	wef_dlc05_wood_elf_elf_units	false
			hkrul_sceolan	wh2_twa02_wef_glade_lords_glade_captains	false
			hkrul_sceolan_dragon	flying_units	false
			hkrul_sceolan_dragon	wef_dlc05_elf_characters	false
			hkrul_sceolan_dragon	wef_dlc05_wood_elf_elf_units	false
			hkrul_sceolan_dragon	wh2_dlc16_wef_dragons_dragon_mounts	false
			hkrul_sceolan_dragon	wh2_twa02_wef_glade_lords_glade_captains	false
			hkrul_slaurith	wh3_main_kho_all	false
			hkrul_slaurith	wh3_main_kho_nur_all	false
			hkrul_slaurith_mount	wh3_main_kho_all	false
			hkrul_slaurith_mount	wh3_main_kho_nur_all	false
			hkrul_arbaal_mounted	wh3_main_kho_all	false
			hkrul_arbaal_mounted	wh3_main_kho_nur_all	false
			hkrul_thorgar	all_non_chs	true
			hkrul_thorgar	nor_all	false
			hkrul_thorgar_chariot	all_non_chs	true
			hkrul_thorgar_chariot	nor_all	false
			hkrul_thorgar_daemon_prince	nor_all	false
			hkrul_valbrand	all_non_chs	false
			hkrul_valbrand	nor_all	false
			hkrul_volrik	all_non_chs	true
			hkrul_volrik	nor_all	false
			hkrul_volrik_chariot	all_non_chs	true
			hkrul_volrik_chariot	nor_all	false
			hkrul_vroth	all_non_chs	true
			hkrul_vroth	nor_all	false
			hkrul_vroth_chariot	all_non_chs	true
			hkrul_vroth_chariot	nor_all	false
			hkrul_vroth_mammoth	all_non_chs	true
			hkrul_vroth_mammoth	nor_all	false
			hef_calith_torinubar	hef_casters	false
			hef_calith_torinubar	wh2_dlc15_hef_martial_passives	false
			hkrul_duriath	def_characters	false
			hkrul_duriath_horse	def_characters	false
			hkrul_duriath_pegasus	def_characters	false
			hkrul_duriath_dragon	def_characters	false
			hkrul_zach	vmp_all	false
			hkrul_zach	vmp_characters	false
			hkrul_zach	vmp_dlc04_all_characters	false
			hkrul_zach_dragon	flying_units	false
			hkrul_zach_dragon	vmp_all	false
			hkrul_zach_dragon	vmp_characters	false
			hkrul_zach_dragon	vmp_dlc04_all_characters	false
			hkrul_beorg	all_non_chs	false
			hkrul_beorg	nor_all	false
			hkrul_beorg_bear	all_non_chs	false
			hkrul_beorg_bear	nor_all	false
			hkrul_aelfric	all_non_chs	true
			hkrul_aelfric	undivided_characters	false
			hkrul_aelfric_horse	all_non_chs	true
			hkrul_aelfric_horse	undivided_characters	false
