unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/rhox_iee_lccp					
			wh3_main_nur_cav_pox_riders_of_nurgle_0	hkrul_spew_riders	false
			wh3_twa07_nur_cav_pox_riders_of_nurgle_ror_0	hkrul_spew_riders	false
			wh_dlc08_nor_mon_war_mammoth_0	hkrul_khazag_mammoth	false
			wh_dlc08_nor_mon_war_mammoth_1	hkrul_khazag_mammoth	false
			wh_dlc08_nor_mon_war_mammoth_2	hkrul_khazag_mammoth	false
			wh_dlc08_nor_mon_war_mammoth_boss	hkrul_khazag_mammoth	false
			wh_dlc08_nor_mon_war_mammoth_ror_1	hkrul_khazag_mammoth	false
			wh_pro04_nor_mon_war_mammoth_ror_0	hkrul_khazag_mammoth	false
			wh_dlc08_nor_inf_marauder_berserkers_0	hkrul_khazag_marauder	false
			wh_dlc08_nor_inf_marauder_champions_0	hkrul_khazag_marauder	false
			wh_dlc08_nor_inf_marauder_champions_1	hkrul_khazag_marauder	false
			wh_dlc08_nor_inf_marauder_spearman_0	hkrul_khazag_marauder	false
			wh_main_nor_inf_chaos_marauders_0	hkrul_khazag_marauder	false
			wh_main_nor_inf_chaos_marauders_1	hkrul_khazag_marauder	false
			wh_pro04_nor_inf_chaos_marauders_ror_0	hkrul_khazag_marauder	false
			wh_pro04_nor_inf_marauder_berserkers_ror_0	hkrul_khazag_marauder	false
			wh_dlc08_nor_inf_marauder_hunters_1	hkrul_vroth_javelins	false
			hkrul_vroth	hkrul_vroth_javelins	false
			wh3_main_kho_inf_flesh_hounds_of_khorne_0	hkrul_arbaal_hound	false
			wh3_main_pro_kho_inf_flesh_hounds_of_khorne_0	hkrul_arbaal_hound	false
			wh3_main_kho_inf_bloodletters_0	hkrul_slaurith_blood	false
			wh3_main_kho_inf_bloodletters_1	hkrul_slaurith_blood	false
			hef_calith_gatekeepers	hef_spear_silver_swordmaster_lions_rank7	false
			hef_calith_gatekeepers	hef_spearmen_archers_silverhelms	false
			hef_calith_gatekeepers	wh2_dlc15_hef_all_spear_inf	false
			hef_calith_gatekeepers	wh2_dlc15_hef_martial_passives	false
			hef_calith_gatekeepers	wh2_dlc15_hef_shielded	false
			hef_calith_gatekeepers	wh2_dlc15_hef_silverin_guard	false
			hef_calith_gatekeepers	rhox_gate_guards	false
			rhox_lenk_nor_feral_manticore	all_non_chs	true
			rhox_lenk_nor_feral_manticore	nor_all	false
			rhox_lenk_nor_feral_manticore	wh2_dlc11_nor_manticore_frost_wyrm	false
			rhox_lenk_nor_feral_manticore	wh2_dlc11_nor_vets_warhounds_ice_wolves_manticore_skin_wolves_chariots	false
			rhox_lenk_nor_mon_warwolves_0	all_non_chs	true
			rhox_lenk_nor_mon_warwolves_0	dlc08_nor_all_norscan_wolf_creatures_and_warhounds	false
			rhox_lenk_nor_mon_warwolves_0	dlc08_nor_all_warhounds	false
			rhox_lenk_nor_mon_warwolves_0	nor_all	false
			rhox_lenk_nor_mon_warwolves_0	wh2_dlc11_nor_vets_warhounds_ice_wolves_manticore_skin_wolves_chariots	false
			rhox_lenk_nor_mon_warwolves_0	wh2_dlc11_nor_warhounds_ice_wolves_chariots	false
			rhox_lenk_nor_mon_warwolves_0	wh_dlc08_all_mammoths_skin_wolves_ice_wolves_hounds	false
			rhox_lenk_nor_mon_war_mammoth_0	all_non_chs	true
			rhox_lenk_nor_mon_war_mammoth_0	dlc08_mammoths	false
			rhox_lenk_nor_mon_war_mammoth_0	dlc08_nor_monsters	false
			rhox_lenk_nor_mon_war_mammoth_0	dlc08_nor_war_mammoths	false
			rhox_lenk_nor_mon_war_mammoth_0	nor_all	false
			rhox_lenk_nor_mon_war_mammoth_0	wh2_dlc11_nor_fimir_giant_mammoth	false
			rhox_lenk_nor_mon_war_mammoth_0	wh2_dlc11_nor_vets_trolls_frost_wyrm_giant_mammoth_fimir	false
			rhox_lenk_nor_mon_war_mammoth_0	wh_dlc08_all_mammoths_skin_wolves_ice_wolves_hounds	false
			rhox_lenk_nor_mon_war_mammoth_0	wh_dlc08_feral_mammoth	false
			wh2_main_def_cha_dreadlord_0_black_ark	rhox_black_ark	false
			hkrul_duriath	rhox_black_ark	false
			hkrul_duriath_horse	rhox_black_ark	false
			hkrul_duriath_pegasus	rhox_black_ark	false
			hkrul_duriath_dragon	rhox_black_ark	false
