unit_caste	unit_category	unit_class	unit_record	unit_set	exclude
#unit_set_to_unit_junctions_tables;1;db/unit_set_to_unit_junctions_tables/hkrul_slaurith					
			hkrul_slaurith	wh3_main_kho_all	false
			hkrul_slaurith	wh3_main_kho_nur_all	false
			hkrul_slaurith	wh2_dlc13_emp_elector_count_reward_units	false
			hkrul_slaurith_mount	wh3_main_kho_all	false
			hkrul_slaurith_mount	wh3_main_kho_nur_all	false
			hkrul_slaurith_mount	wh2_dlc13_emp_elector_count_reward_units	false
			hkrul_arbaal_mounted	wh3_main_kho_all	false
			hkrul_arbaal_mounted	wh3_main_kho_nur_all	false
			hkrul_arbaal_mounted	wh2_dlc13_emp_elector_count_reward_units	false
