faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/rhox_iee_lccp_leaders				
	hkrul_sceolan	hkrul_sceolan	hkrul_sceolan	hkrul_sceolan
	hkrul_sceolan_dragon	hkrul_sceolan	hkrul_sceolan	hkrul_sceolan
	hkrul_valbrand	hkrul_valbrand	hkrul_valbrand	hkrul_valbrand
	hkrul_volrik	hkrul_volrik	hkrul_volrik	hkrul_volrik
	hkrul_volrik_chariot	hkrul_volrik	hkrul_volrik	hkrul_volrik
	hkrul_zach	hkrul_zach	hkrul_zach	hkrul_zach
	hkrul_zach_dragon	hkrul_zach	hkrul_zach	hkrul_zach
	hef_calith_torinubar	hef_calith_torinubar	hef_calith_torinubar	hef_calith_torinubar
	hef_calith_torinubar_eagle	hef_calith_torinubar	hef_calith_torinubar	hef_calith_torinubar
	hef_calith_torinubar_dragon	hef_calith_torinubar	hef_calith_torinubar	hef_calith_torinubar
	hkrul_spew	hkrul_orghotts	hkrul_orghotts	hkrul_orghotts
	hkrul_hrothyogg	hkrul_hrothyogg	hkrul_hrothyogg	hkrul_hrothyogg
	hkrul_hrothyogg_crusher	hkrul_hrothyogg	hkrul_hrothyogg	hkrul_hrothyogg
	hkrul_burlok	hkrul_burlok	hkrul_burlok	hkrul_burlok
	hkrul_dolmance	hkrul_dolmance	hkrul_dolmance	hkrul_dolmance
	hkrul_thorgar	hkrul_thorgar	hkrul_thorgar	hkrul_thorgar
	hkrul_thorgar_chariot	hkrul_thorgar	hkrul_thorgar	hkrul_thorgar
	hkrul_thorgar_daemon_prince	hkrul_thorgar_daemon_prince	hkrul_thorgar_daemon_prince	hkrul_thorgar
	hkrul_slaurith	hkrul_slaurith	hkrul_slaurith	hkrul_slaurith
	hkrul_slaurith_mount	hkrul_slaurith	hkrul_slaurith	hkrul_slaurith
	hkrul_arbaal_mounted	hkrul_arbaal_mounted	hkrul_arbaal_mounted	placeholder
	rhox_arbaal_spawn	wh3_main_kho_mon_spawn_of_khorne_0	wh3_main_kho_chaos_spawn	wh3_main_kho_mon_spawn_of_khorne_0
	hkrul_engra	hkrul_engra	hkrul_engra	hkrul_engra
	hkrul_engra_horse	hkrul_engra	hkrul_engra	hkrul_engra
	hkrul_vroth	hkrul_vroth	hkrul_vroth	hkrul_vroth
	hkrul_vroth_chariot	hkrul_vroth	hkrul_vroth	hkrul_vroth
	hkrul_vroth_mammoth	hkrul_vroth	hkrul_vroth	hkrul_vroth
	hkrul_karitamen	hkrul_karitamen	hkrul_karitamen	hkrul_karitamen
	hkrul_karitamen_horse	hkrul_karitamen	hkrul_karitamen	hkrul_karitamen
	hkrul_karitamen_chariot	hkrul_karitamen	hkrul_karitamen	hkrul_karitamen
	hkrul_karitamen_casket	hkrul_karitamen	hkrul_karitamen	hkrul_karitamen
	hkrul_duriath	hkrul_duriath	hkrul_duriath	hkrul_duriath
	hkrul_duriath_horse	hkrul_duriath	hkrul_duriath	hkrul_duriath
	hkrul_duriath_pegasus	hkrul_duriath	hkrul_duriath	hkrul_duriath
	hkrul_duriath_dragon	hkrul_duriath	hkrul_duriath	hkrul_duriath
	hkrul_beorg	hkrul_beorg	hkrul_beorg	hkrul_beorg
	hkrul_beorg_bear	hkrul_beorg_bear	hkrul_beorg_bear	hkrul_beorg_bear
	hkrul_aelfric	hkrul_aelfric	hkrul_aelfric	hkrul_aelfric
	hkrul_aelfric_horse	hkrul_aelfric	hkrul_aelfric	hkrul_aelfric
