key	faction	allowed
#units_to_exclusive_faction_permissions_tables;0;db/units_to_exclusive_faction_permissions_tables/rhox_iee_lccp		
rhox_lccp_sceolan_wef_spellweaver_ice	rhox_wef_far_away_forest	true
rhox_lccp_sceolan_wef_spellweaver_ice_1	rhox_wef_far_away_forest	true
rhox_lccp_sceolan_wef_spellweaver_ice_2	rhox_wef_far_away_forest	true
rhox_lccp_sceolan_wef_spellweaver_ice_3	rhox_wef_far_away_forest	true
rhox_lccp_sceolan_wef_spellsinger_ice	rhox_wef_far_away_forest	true
rhox_lccp_sceolan_wef_spellsinger_ice_1	rhox_wef_far_away_forest	true
rhox_lccp_sceolan_wef_spellsinger_ice_2	rhox_wef_far_away_forest	true
rhox_lccp_sceolan_wef_spellsinger_ice_3	rhox_wef_far_away_forest	true
wh_dlc08_nor_mon_warwolves_0	cr_chs_iron_wolves	true
