key	faction	allowed
#units_to_exclusive_faction_permissions_tables;0;db/units_to_exclusive_faction_permissions_tables/rhox_iee_lccp_ror		
wh_dlc08_nor_art_hellcannon_battery	rhox_nor_firebrand_slavers	true
wh_pro04_nor_inf_chaos_marauders_ror_0	rhox_nor_firebrand_slavers	true
wh_pro04_nor_inf_marauder_berserkers_ror_0	rhox_nor_firebrand_slavers	true
wh_pro04_nor_mon_fimir_ror_0	rhox_nor_firebrand_slavers	true
wh_pro04_nor_mon_marauder_warwolves_ror_0	rhox_nor_firebrand_slavers	true
wh_pro04_nor_mon_skinwolves_ror_0	rhox_nor_firebrand_slavers	true
wh_pro04_nor_mon_war_mammoth_ror_0	rhox_nor_firebrand_slavers	true
wh_dlc04_vmp_cav_chillgheists_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_cav_vereks_reavers_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_inf_feasters_in_the_dusk_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_inf_konigstein_stalkers_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_inf_sternsmen_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_inf_tithe_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_mon_devils_swartzhafen_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_mon_direpack_0	rhox_vmp_the_everliving	true
wh_dlc04_vmp_veh_claw_of_nagash_0	rhox_vmp_the_everliving	true
wh2_dlc16_wef_cav_great_stag_knights_ror_0	rhox_wef_far_away_forest	true
wh2_dlc16_wef_inf_dryads_ror_0	rhox_wef_far_away_forest	true
wh2_dlc16_wef_mon_zoats_ror_0	rhox_wef_far_away_forest	true
wh_pro04_wef_cav_wild_riders_ror_0	rhox_wef_far_away_forest	true
wh_pro04_wef_inf_eternal_guard_ror_0	rhox_wef_far_away_forest	true
wh_pro04_wef_inf_wardancers_ror_0	rhox_wef_far_away_forest	true
wh_pro04_wef_inf_waywatchers_ror_0	rhox_wef_far_away_forest	true
wh_pro04_wef_inf_wildwood_rangers_ror_0	rhox_wef_far_away_forest	true
wh_pro04_wef_mon_treekin_ror_0	rhox_wef_far_away_forest	true
wh3_dlc20_kho_cav_skullcrushers_mkho_ror	rhox_kho_destroyers_of_khorne	true
wh3_twa07_kho_cav_bloodcrushers_ror_0	rhox_kho_destroyers_of_khorne	true
wh3_twa08_kho_mon_bloodthirster_0_ror	rhox_kho_destroyers_of_khorne	true
wh_pro04_nor_inf_marauder_berserkers_ror_0	rhox_kho_destroyers_of_khorne	true
wh3_twa06_kho_inf_bloodletters_ror_0	rhox_kho_destroyers_of_khorne	true
wh3_twa10_kho_inf_flesh_hounds_of_khorne_ror	rhox_kho_destroyers_of_khorne	true
wh2_dlc10_def_cav_knights_of_the_ebon_claw_ror_0	rhox_def_key_keepers	true
wh2_dlc10_def_cav_raven_heralds_ror_0	rhox_def_key_keepers	true
wh2_dlc10_def_cav_slaanesh_harvesters_ror_0	rhox_def_key_keepers	true
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0	rhox_def_key_keepers	true
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0	rhox_def_key_keepers	true
wh2_dlc10_def_inf_the_bolt_fiends_ror_0	rhox_def_key_keepers	true
wh2_dlc10_def_inf_the_hellebronai_ror_0	rhox_def_key_keepers	true
wh2_dlc10_def_mon_chill_of_sontar_ror_0	rhox_def_key_keepers	true
wh_pro04_brt_cav_knights_of_the_realm_ror_0	rhox_brt_reveller_of_domance	true
wh_pro04_brt_cav_mounted_yeomen_ror_0	rhox_brt_reveller_of_domance	true
wh_pro04_brt_cav_questing_knights_ror_0	rhox_brt_reveller_of_domance	true
wh_pro04_brt_inf_battle_pilgrims_ror_0	rhox_brt_reveller_of_domance	true
wh_pro04_brt_inf_foot_squires_ror_0	rhox_brt_reveller_of_domance	true
wh_pro04_brt_cav_knights_errant_ror_0	rhox_brt_reveller_of_domance	true
