key	faction	allowed
#units_to_exclusive_faction_permissions_tables;0;db/units_to_exclusive_faction_permissions_tables/rhox_valbrand		
wh3_dlc20_chs_cav_chaos_chariot_mkho	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_cav_chaos_knights_mkho	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_cav_chaos_knights_mkho_lances	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_cav_marauder_horsemen_mkho_throwing_axes	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_inf_chaos_marauders_mkho	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_inf_chaos_marauders_mkho_dualweapons	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_inf_chosen_mkho	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_inf_chosen_mkho_dualweapons	rhox_nor_firebrand_slavers	true
wh3_main_kho_inf_chaos_warriors_0	rhox_nor_firebrand_slavers	true
wh3_main_kho_inf_chaos_warriors_1	rhox_nor_firebrand_slavers	true
wh3_main_kho_inf_chaos_warriors_2	rhox_nor_firebrand_slavers	true
wh3_main_kho_inf_bloodletters_0	rhox_nor_firebrand_slavers	true
wh3_main_kho_inf_flesh_hounds_of_khorne_0	rhox_nor_firebrand_slavers	true
wh_main_chs_art_hellcannon	rhox_nor_firebrand_slavers	true
wh3_main_kho_veh_skullcannon_0	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_mon_warshrine	rhox_nor_firebrand_slavers	true
wh3_dlc20_chs_mon_warshrine_mkho	rhox_nor_firebrand_slavers	true
wh3_main_kho_mon_bloodthirster_0	rhox_nor_firebrand_slavers	true
wh3_main_kho_mon_soul_grinder_0	rhox_nor_firebrand_slavers	true
