key	faction	allowed
#units_to_exclusive_faction_permissions_tables;0;db/units_to_exclusive_faction_permissions_tables/rhox_thorgar		
wh3_main_kho_veh_blood_shrine_0	rhox_nor_khazags	true
wh3_main_kho_veh_skullcannon_0	rhox_nor_khazags	true
wh3_main_kho_cav_gorebeast_chariot	rhox_nor_khazags	true
wh3_main_kho_cav_bloodcrushers_0	rhox_nor_khazags	true
wh3_main_kho_cav_skullcrushers_0	rhox_nor_khazags	true
wh3_main_nur_mon_plague_toads_0	rhox_nor_khazags	true
wh3_main_nur_mon_beast_of_nurgle_0	rhox_nor_khazags	true
wh3_main_nur_cav_pox_riders_of_nurgle_0	rhox_nor_khazags	true
wh3_main_sla_cav_hellstriders_0	rhox_nor_khazags	true
wh3_main_sla_cav_hellstriders_1	rhox_nor_khazags	true
wh3_main_sla_cav_seekers_of_slaanesh_0	rhox_nor_khazags	true
wh3_main_sla_cav_heartseekers_of_slaanesh_0	rhox_nor_khazags	true
wh3_main_tze_mon_screamers_0	rhox_nor_khazags	true
wh3_dlc24_tze_inf_tzaangors	rhox_nor_khazags	true
wh3_dlc20_chs_inf_chaos_warriors_mtze_halberds	rhox_nor_khazags	true
wh3_main_tze_mon_flamers_0	rhox_nor_khazags	true
wh3_dlc24_tze_mon_cockatrice	rhox_nor_khazags	true
wh3_main_tze_mon_exalted_flamers_0	rhox_nor_khazags	true
wh3_main_tze_veh_burning_chariot_0	rhox_nor_khazags	true
wh3_dlc24_tze_mon_mutalith_vortex_beast	rhox_nor_khazags	true
