region	region_group	order
#regions_to_region_groups_junctions_tables;0;db/regions_to_region_groups_junctions_tables/rhox_torinubar		
cr_combi_region_gates_of_calith_1	rhox_torinubar_start-calis_sea	1
cr_combi_region_gates_of_calith_2	rhox_torinubar_start-calis_sea	2
wh3_main_combi_region_dai_cheng	rhox_torinubar_network_serpent_river-dai_cheng	1
wh3_main_combi_region_haichai	rhox_torinubar_network_northern_straits_of_the_jade_sea-beichai	1
wh3_main_combi_region_beichai	rhox_torinubar_network_northern_straits_of_the_jade_sea-beichai	2
wh3_main_combi_region_haichai	rhox_torinubar_network_northern_straits_of_the_jade_sea-haichai	1
wh3_main_combi_region_li_zhu	rhox_torinubar_network_red_river-fu_chow	1
wh3_main_combi_region_fu_chow	rhox_torinubar_network_red_river-fu_chow	2
wh3_main_combi_region_dai_cheng	rhox_torinubar_network_serpent_river-the_jade_sea	1
wh3_main_combi_region_li_zhu	rhox_torinubar_network_the_jade_sea-red_river	1
wh3_main_combi_region_fu_chow	rhox_torinubar_network_the_jade_sea-red_river	2
wh3_main_combi_region_marienburg	rhox_torinubar_network_marienburg-river_reik	1
wh3_main_combi_region_altdorf	rhox_torinubar_network_river_reik-altdorf	1
wh3_main_combi_region_marienburg	rhox_torinubar_network_marienburg-southern_sea_of_chaos	1
wh3_main_combi_region_wreckers_point	rhox_torinubar_network_marienburg-southern_sea_of_chaos	2
wh3_main_combi_region_pack_ice_bay	rhox_torinubar_network_marienburg-southern_sea_of_chaos	3
wh3_main_combi_region_wreckers_point	rhox_torinubar_network_southern_sea_of_chaos-sea_of_claws	1
wh3_main_combi_region_pack_ice_bay	rhox_torinubar_network_southern_sea_of_chaos-sea_of_claws	2
wh3_main_combi_region_dietershafen	rhox_torinubar_network_southern_sea_of_chaos-sea_of_claws	3
wh3_main_combi_region_altar_of_the_crimson_harvest	rhox_torinubar_network_southern_sea_of_chaos-sea_of_claws	4
wh3_main_combi_region_longship_graveyard	rhox_torinubar_network_southern_sea_of_chaos-sea_of_claws	5
wh3_main_combi_region_wreckers_point	rhox_torinubar_network_southern_sea_of_chaos-the_albion_channel	1
wh3_main_combi_region_pack_ice_bay	rhox_torinubar_network_southern_sea_of_chaos-the_albion_channel	2
wh3_main_combi_region_isle_of_wights	rhox_torinubar_network_southern_sea_of_chaos-the_albion_channel	3
wh3_main_combi_region_languille	rhox_torinubar_network_southern_sea_of_chaos-the_albion_channel	4
wh3_main_combi_region_dietershafen	rhox_torinubar_network_sea_of_claws-gulf_of_kislev	1
wh3_main_combi_region_altar_of_the_crimson_harvest	rhox_torinubar_network_sea_of_claws-gulf_of_kislev	2
wh3_main_combi_region_longship_graveyard	rhox_torinubar_network_sea_of_claws-gulf_of_kislev	3
wh3_main_combi_region_bay_of_blades	rhox_torinubar_network_sea_of_claws-gulf_of_kislev	4
wh3_main_combi_region_castle_alexandronov	rhox_torinubar_network_sea_of_claws-gulf_of_kislev	5
wh3_main_combi_region_norden	rhox_torinubar_network_sea_of_claws-gulf_of_kislev	6
wh3_main_combi_region_bay_of_blades	rhox_torinubar_network_gulf_of_kislev-erengrad	1
wh3_main_combi_region_castle_alexandronov	rhox_torinubar_network_gulf_of_kislev-erengrad	2
wh3_main_combi_region_norden	rhox_torinubar_network_gulf_of_kislev-erengrad	3
wh3_main_combi_region_erengrad	rhox_torinubar_network_gulf_of_kislev-erengrad	4
wh3_main_combi_region_isle_of_wights	rhox_torinubar_network_the_albion_channel-the_mistnar_crossing	1
wh3_main_combi_region_languille	rhox_torinubar_network_the_albion_channel-the_mistnar_crossing	2
wh3_main_combi_region_mistnar	rhox_torinubar_network_the_albion_channel-the_mistnar_crossing	3
wh3_main_combi_region_tor_koruali	rhox_torinubar_network_the_albion_channel-the_mistnar_crossing	4
wh3_main_combi_region_lyonesse	rhox_torinubar_network_the_albion_channel-the_mistnar_crossing	5
wh3_main_combi_region_mousillon	rhox_torinubar_network_the_albion_channel-the_mistnar_crossing	6
wh3_main_combi_region_mistnar	rhox_torinubar_network_the_mistnar_crossing-bordeleaux	1
wh3_main_combi_region_tor_koruali	rhox_torinubar_network_the_mistnar_crossing-bordeleaux	2
wh3_main_combi_region_lyonesse	rhox_torinubar_network_the_mistnar_crossing-bordeleaux	3
wh3_main_combi_region_mousillon	rhox_torinubar_network_the_mistnar_crossing-bordeleaux	4
wh3_main_combi_region_bordeleaux	rhox_torinubar_network_the_mistnar_crossing-bordeleaux	5
wh3_main_combi_region_mistnar	rhox_torinubar_network_the_mistnar_crossing-middle_sea	1
wh3_main_combi_region_tor_koruali	rhox_torinubar_network_the_mistnar_crossing-middle_sea	2
wh3_main_combi_region_lyonesse	rhox_torinubar_network_the_mistnar_crossing-middle_sea	3
wh3_main_combi_region_mousillon	rhox_torinubar_network_the_mistnar_crossing-middle_sea	4
wh3_main_combi_region_bordeleaux	rhox_torinubar_network_the_mistnar_crossing-middle_sea	5
wh3_main_combi_region_brionne	rhox_torinubar_network_the_mistnar_crossing-middle_sea	6
wh3_main_combi_region_bordeleaux	rhox_torinubar_network_middle_sea-the_estalia_coastline	1
wh3_main_combi_region_brionne	rhox_torinubar_network_middle_sea-the_estalia_coastline	2
wh3_main_combi_region_bilbali	rhox_torinubar_network_middle_sea-the_estalia_coastline	3
wh3_main_combi_region_nuja	rhox_torinubar_network_middle_sea-the_estalia_coastline	4
wh3_main_combi_region_magritta	rhox_torinubar_network_middle_sea-the_estalia_coastline	5
wh3_main_combi_region_bordeleaux	rhox_torinubar_network_middle_sea-shifting_isles	1
wh3_main_combi_region_brionne	rhox_torinubar_network_middle_sea-shifting_isles	2
wh3_main_combi_region_tralinia	rhox_torinubar_network_middle_sea-shifting_isles	3
wh3_main_combi_region_elessaeli	rhox_torinubar_network_middle_sea-shifting_isles	4
wh3_main_combi_region_shrine_of_loec	rhox_torinubar_network_middle_sea-shifting_isles	5
wh3_main_combi_region_bilbali	rhox_torinubar_network_the_estalia_coastline-tilean_sea	1
wh3_main_combi_region_nuja	rhox_torinubar_network_the_estalia_coastline-tilean_sea	2
wh3_main_combi_region_magritta	rhox_torinubar_network_the_estalia_coastline-tilean_sea	3
wh3_main_combi_region_tobaro	rhox_torinubar_network_the_estalia_coastline-tilean_sea	4
wh3_main_combi_region_miragliano	rhox_torinubar_network_the_estalia_coastline-tilean_sea	5
wh3_main_combi_region_luccini	rhox_torinubar_network_the_estalia_coastline-tilean_sea	6
wh3_main_combi_region_bilbali	rhox_torinubar_network_the_estalia_coastline-shark_straights	1
wh3_main_combi_region_nuja	rhox_torinubar_network_the_estalia_coastline-shark_straights	2
wh3_main_combi_region_magritta	rhox_torinubar_network_the_estalia_coastline-shark_straights	3
wh3_main_combi_region_sorcerers_islands	rhox_torinubar_network_the_estalia_coastline-shark_straights	4
wh3_main_combi_region_lashiek	rhox_torinubar_network_the_estalia_coastline-shark_straights	5
wh3_main_combi_region_tralinia	rhox_torinubar_network_shifting_isles-straits_of_lothern	1
wh3_main_combi_region_elessaeli	rhox_torinubar_network_shifting_isles-straits_of_lothern	2
wh3_main_combi_region_shrine_of_loec	rhox_torinubar_network_shifting_isles-straits_of_lothern	3
wh3_main_combi_region_lothern	rhox_torinubar_network_shifting_isles-straits_of_lothern	4
wh3_main_combi_region_tobaro	rhox_torinubar_network_tilean_sea-the_pirate_coast	1
wh3_main_combi_region_miragliano	rhox_torinubar_network_tilean_sea-the_pirate_coast	2
wh3_main_combi_region_luccini	rhox_torinubar_network_tilean_sea-the_pirate_coast	3
wh3_main_combi_region_sartosa	rhox_torinubar_network_tilean_sea-the_pirate_coast	4
wh3_main_combi_region_copher	rhox_torinubar_network_tilean_sea-the_pirate_coast	5
wh3_main_combi_region_al_haikk	rhox_torinubar_network_tilean_sea-the_pirate_coast	6
wh3_main_combi_region_zandri	rhox_torinubar_network_tilean_sea-the_pirate_coast	7
wh3_main_combi_region_tobaro	rhox_torinubar_network_tilean_sea-miragliano	1
wh3_main_combi_region_miragliano	rhox_torinubar_network_tilean_sea-miragliano	2
wh3_main_combi_region_luccini	rhox_torinubar_network_tilean_sea-miragliano	3
wh3_main_combi_region_sorcerers_islands	rhox_torinubar_network_shark_straights-gulf_of_medes	1
wh3_main_combi_region_lashiek	rhox_torinubar_network_shark_straights-gulf_of_medes	2
wh3_main_combi_region_sudenburg	rhox_torinubar_network_shark_straights-gulf_of_medes	3
wh3_main_combi_region_plain_of_tuskers	rhox_torinubar_network_shark_straights-gulf_of_medes	4
wh3_main_combi_region_sartosa	rhox_torinubar_network_the_pirate_coast-shark_straights	1
wh3_main_combi_region_copher	rhox_torinubar_network_the_pirate_coast-shark_straights	2
wh3_main_combi_region_al_haikk	rhox_torinubar_network_the_pirate_coast-shark_straights	3
wh3_main_combi_region_zandri	rhox_torinubar_network_the_pirate_coast-shark_straights	4
wh3_main_combi_region_sorcerers_islands	rhox_torinubar_network_the_pirate_coast-shark_straights	5
wh3_main_combi_region_lashiek	rhox_torinubar_network_the_pirate_coast-shark_straights	6
wh3_main_combi_region_sartosa	rhox_torinubar_network_the_pirate_coast-the_black_gulf	1
wh3_main_combi_region_copher	rhox_torinubar_network_the_pirate_coast-the_black_gulf	2
wh3_main_combi_region_al_haikk	rhox_torinubar_network_the_pirate_coast-the_black_gulf	3
wh3_main_combi_region_zandri	rhox_torinubar_network_the_pirate_coast-the_black_gulf	4
wh3_main_combi_region_myrmidens	rhox_torinubar_network_the_pirate_coast-the_black_gulf	5
wh3_main_combi_region_gronti_mingol	rhox_torinubar_network_the_pirate_coast-the_black_gulf	6
wh3_main_combi_region_stonemine_tower	rhox_torinubar_network_the_pirate_coast-the_black_gulf	7
wh3_main_combi_region_matorca	rhox_torinubar_network_the_pirate_coast-the_black_gulf	8
wh3_main_combi_region_barak_varr	rhox_torinubar_network_the_pirate_coast-the_black_gulf	9
wh3_main_combi_region_myrmidens	rhox_torinubar_network_the_black_gulf-barak_varr	1
wh3_main_combi_region_gronti_mingol	rhox_torinubar_network_the_black_gulf-barak_varr	2
wh3_main_combi_region_stonemine_tower	rhox_torinubar_network_the_black_gulf-barak_varr	3
wh3_main_combi_region_matorca	rhox_torinubar_network_the_black_gulf-barak_varr	4
wh3_main_combi_region_barak_varr	rhox_torinubar_network_the_black_gulf-barak_varr	5
wh3_main_combi_region_sudenburg	rhox_torinubar_network_gulf_of_medes-the_churning_gulf	1
wh3_main_combi_region_plain_of_tuskers	rhox_torinubar_network_gulf_of_medes-the_churning_gulf	2
wh3_main_combi_region_fortress_of_dawn	rhox_torinubar_network_gulf_of_medes-the_churning_gulf	3
wh3_main_combi_region_dawns_light	rhox_torinubar_network_gulf_of_medes-the_churning_gulf	4
wh3_main_combi_region_fortress_of_dawn	rhox_torinubar_network_the_churning_gulf-serpent_coast_sea	1
wh3_main_combi_region_dawns_light	rhox_torinubar_network_the_churning_gulf-serpent_coast_sea	2
wh3_main_combi_region_volulltrax	rhox_torinubar_network_the_churning_gulf-serpent_coast_sea	3
wh3_main_combi_region_volulltrax	rhox_torinubar_network_serpent_coast_sea-the_eastern_isles	1
wh3_main_combi_region_tor_elasor	rhox_torinubar_network_serpent_coast_sea-the_eastern_isles	2
wh3_main_combi_region_tower_of_the_sun	rhox_torinubar_network_serpent_coast_sea-the_eastern_isles	3
wh3_main_combi_region_tower_of_the_stars	rhox_torinubar_network_serpent_coast_sea-the_eastern_isles	4
wh3_main_combi_region_li_zhu	rhox_torinubar_network_red_river-northern_straits_of_the_jade_sea	1
wh3_main_combi_region_fu_chow	rhox_torinubar_network_red_river-northern_straits_of_the_jade_sea	2
wh3_main_combi_region_haichai	rhox_torinubar_network_red_river-northern_straits_of_the_jade_sea	3
cr_combi_region_gates_of_calith_1	rhox_torinubar_network_the_eastern_isles-eastern_calis_sea	1
cr_combi_region_gates_of_calith_2	rhox_torinubar_network_the_eastern_isles-eastern_calis_sea	2
cr_combi_region_melay	rhox_torinubar_network_calis_sea-malay_sea	1
cr_combi_region_nippon_3_1	rhox_torinubar_network_malay_sea-south_nippon_sea	1
cr_combi_region_nippon_3_2	rhox_torinubar_network_malay_sea-south_nippon_sea	2
cr_combi_region_elithis_1_3	rhox_torinubar_network_malay_sea-south_nippon_sea	3
cr_combi_region_nippon_2_1	rhox_torinubar_network_south_nippon_sea-north_nippon_sea	1
cr_combi_region_nippon_2_2	rhox_torinubar_network_south_nippon_sea-north_nippon_sea	2
cr_combi_region_nippon_2_3	rhox_torinubar_network_south_nippon_sea-north_nippon_sea	3
cr_combi_region_nippon_2_1	rhox_torinubar_network_north_nippon_sea-serpent_river	1
cr_combi_region_nippon_2_2	rhox_torinubar_network_north_nippon_sea-serpent_river	2
wh3_main_combi_region_dai_cheng	rhox_torinubar_network_north_nippon_sea-serpent_river	3
wh3_main_combi_region_lothern	rhox_torinubar_network_straits_of_lothern-lothern	1
wh3_main_combi_region_tor_elasor	rhox_torinubar_network_the_eastern_isles-eastern_sea_of_dread	1
wh3_main_combi_region_tower_of_the_sun	rhox_torinubar_network_the_eastern_isles-eastern_sea_of_dread	2
wh3_main_combi_region_tower_of_the_stars	rhox_torinubar_network_the_eastern_isles-eastern_sea_of_dread	3
cr_combi_region_ind_4_2	rhox_torinubar_network_eastern_sea_of_dread-ind	1
cr_combi_region_ind_4_1	rhox_torinubar_network_eastern_sea_of_dread-ind	2
cr_combi_region_ind_4_3	rhox_torinubar_network_eastern_sea_of_dread-ind	3
