building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/rhox_dolmance						
wh2_main_brt_resource_wine_1	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	4.0000	2.0000	0.0000
wh2_main_brt_resource_wine_2	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	8.0000	4.0000	0.0000
wh2_main_brt_resource_wine_3	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	12.0000	6.0000	0.0000
wh2_main_brt_resource_wine_3	wh_main_effect_character_stat_charge_bonus_pct	RhoxDolmance	faction_to_force_own	3.0000	3.0000	0.0000
wh_main_special_bordeleaux_vineyards_1	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	4.0000	2.0000	0.0000
wh_main_special_bordeleaux_vineyards_2	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	8.0000	4.0000	0.0000
wh_main_special_bordeleaux_vineyards_3	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	12.0000	6.0000	0.0000
wh_main_special_bordeleaux_vineyards_4	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	16.0000	8.0000	0.0000
wh_main_special_bordeleaux_vineyards_1	wh_main_effect_character_stat_charge_bonus_pct	RhoxDolmance	faction_to_force_own	1.0000	1.0000	0.0000
wh_main_special_bordeleaux_vineyards_2	wh_main_effect_character_stat_charge_bonus_pct	RhoxDolmance	faction_to_force_own	2.0000	2.0000	0.0000
wh_main_special_bordeleaux_vineyards_3	wh_main_effect_character_stat_charge_bonus_pct	RhoxDolmance	faction_to_force_own	3.0000	3.0000	0.0000
wh_main_special_bordeleaux_vineyards_4	wh_main_effect_character_stat_charge_bonus_pct	RhoxDolmance	faction_to_force_own	20.0000	5.0000	0.0000
wh2_main_special_solland_market_1	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	12.0000	6.0000	0.0000
wh2_main_special_solland_market_1	wh_main_effect_character_stat_charge_bonus_pct	RhoxDolmance	faction_to_force_own	10.0000	3.0000	0.0000
wh_main_brt_tavern_4	wh3_main_effect_sla_devotees_buildings	RhoxDolmance	faction_to_faction_own_unseen	8.0000	4.0000	0.0000
wh_main_brt_tavern_4	wh3_main_effect_corruption_slaanesh_buildings	RhoxDolmance	region_to_region_own	2.0000	2.0000	0.0000
rhox_dolmance_slaanesh_3	wh3_dlc20_effect_agent_agent_cap_increase_sorcerer_msla		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_dolmance_slaanesh_3	wh3_dlc20_effect_agent_enable_recruitment_sorcerer_msla		province_to_province_own	1.0000	1.0000	0.0000
rhox_dolmance_slaanesh_4	wh3_dlc20_effect_agent_agent_cap_increase_sorcerer_msla		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_dolmance_slaanesh_4	wh3_dlc20_effect_agent_enable_recruitment_sorcerer_msla		province_to_province_own	1.0000	1.0000	0.0000
rhox_dolmance_slaanesh_1	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	2.0000	1.0000	0.0000
rhox_dolmance_slaanesh_2	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	4.0000	2.0000	0.0000
rhox_dolmance_slaanesh_3	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	6.0000	3.0000	0.0000
rhox_dolmance_slaanesh_4	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	8.0000	4.0000	0.0000
rhox_dolmance_sunstory	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	8.0000	4.0000	0.0000
rhox_dolmance_treasure_wine	wh3_main_effect_corruption_slaanesh_buildings		region_to_province_own_unseen	8.0000	4.0000	0.0000
rhox_dolmance_sunstory	wh3_main_effect_sla_devotees_buildings		faction_to_faction_own_unseen	8.0000	4.0000	0.0000
rhox_dolmance_treasure_wine	wh3_main_effect_sla_devotees_buildings		faction_to_faction_own_unseen	8.0000	4.0000	0.0000
rhox_dolmance_sunstory	wh_main_effect_character_stat_charge_bonus_pct		faction_to_force_own	10.0000	5.0000	0.0000
rhox_dolmance_treasure_wine	wh_main_effect_character_stat_charge_bonus_pct		faction_to_force_own	10.0000	5.0000	0.0000
