building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/rhox_iee_lccp						
rhox_hrothyogg_mercenary_branch	wh2_dlc11_effect_percentage_region_income		foreign_building_to_foreign_building_own	25.0000	13.0000	0.0000
rhox_hrothyogg_mercenary_branch	rhox_hrothyogg_region_owner_mercenary_gain_chance		foreign_building_to_region_own	5.0000	5.0000	0.0000
rhox_hrothyogg_mercenary_branch	rhox_hrothyogg_building_destoryed_if_not_alliance_dummy		foreign_building_to_foreign_building_own	1.0000	1.0000	0.0000
rhox_hrothyogg_mercenary_branch	wh3_dlc24_effect_cult_foreign_slot_diplomatic_change		foreign_building_to_region_own	5.0000	2.0000	0.0000
rhox_duriath_black_ark_special_1	wh_main_effect_force_all_campaign_captives		force_to_force_own_black_ark	10.0000	5.0000	0.0000
rhox_duriath_black_ark_special_1	wh_main_effect_force_all_campaign_movement_range		force_to_force_own	15.0000	10.0000	0.0000
rhox_duriath_black_ark_special_1	wh_main_effect_force_all_campaign_sacking_income		force_to_character_in_sphere_of_influence_own	20.0000	10.0000	0.0000
rhox_duriath_black_ark_special_2	wh2_main_effect_building_unit_xp_levels_def_resource_salt		building_to_force_own_factionwide	3.0000	2.0000	0.0000
rhox_duriath_black_ark_special_2	wh_main_effect_force_all_campaign_captives		force_to_force_own_black_ark	20.0000	10.0000	0.0000
rhox_duriath_black_ark_special_2	wh_main_effect_force_all_campaign_movement_range		force_to_force_own	30.0000	15.0000	0.0000
rhox_duriath_black_ark_special_2	wh_main_effect_force_all_campaign_sacking_income		force_to_character_in_sphere_of_influence_own	40.0000	20.0000	0.0000
rhox_duriath_tor_elithis	wh_main_effect_economy_gdp_trade_sea		building_to_building_own	400.0000	200.0000	0.0000
rhox_duriath_tor_elithis	wh_main_effect_province_growth_building		region_to_province_own	30.0000	15.0000	0.0000
rhox_duriath_tor_elithis	wh3_main_pooled_resource_def_slaves_buildings_gained		building_to_faction_own	100.0000	50.0000	0.0000
rhox_duriath_tor_elithis	wh3_main_pooled_resource_def_slaves_buildings_used_mod		faction_to_province_own	-5.0000	0.0000	0.0000
rhox_zach_malevolent_museum	wh3_main_effect_building_mannfred_museum		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
rhox_zach_malevolent_museum	wh_main_effect_technology_research_points		faction_to_faction_own_unseen	10.0000	0.0000	0.0000
rhox_zach_malevolent_museum	wh3_main_effect_winds_of_magic_pool_cap		faction_to_force_own	3.0000	3.0000	0.0000
rhox_zach_malevolent_museum	wh_main_effect_public_order_global		province_to_province_own_factionwide	3.0000	3.0000	0.0000
rhox_beorg_halls_of_urslo	hkrul_beorg_bear_defence		faction_to_force_own	5.0000	3.0000	0.0000
rhox_beorg_halls_of_urslo	wh_main_effect_force_all_campaign_raid_income		building_to_force_own_in_adjacent_provinces	25.0000	13.0000	0.0000
