key	building_level	position_index	icon_name	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military	is_hidden
#technologies_tables;7;db/technologies_tables/rhox_iee_lccp											
rhox_valbrand_kho_1	wh_main_chs_port_ruin	1	wh3_main_tech_kho_3_1	false	false	"placeholder.tga"	2105061251	false	false	true	false
rhox_valbrand_kho_2	wh_main_chs_port_ruin	1	wh3_main_tech_kho_5_1	false	false	"placeholder.tga"	2105061252	false	false	true	false
rhox_valbrand_kho_3	wh_main_chs_port_ruin	1	wh3_main_tech_kho_6_5	false	false	"placeholder.tga"	2105061253	false	false	true	false
rhox_valbrand_normal_1	wh_main_chs_port_ruin	1	wh_main_chs_rituals_of_corruption	false	false	"placeholder.tga"	2105061254	false	false	true	false
rhox_valbrand_normal_2	wh_main_chs_port_ruin	1	wh_main_chs_ensorcelled_weapons	false	false	"placeholder.tga"	2105061255	false	false	true	false
rhox_valbrand_normal_3	wh_main_chs_port_ruin	1	wh_main_chs_aspiration_for_greatness	false	false	"placeholder.tga"	2105061256	false	false	true	false
rhox_volrik_tze_1	wh_main_chs_port_ruin	1	wh3_main_tech_tze_4_3	false	false	"placeholder.tga"	2105061251	false	false	true	false
rhox_volrik_tze_2	wh_main_chs_port_ruin	1	wh3_main_tech_tze_2_8	false	false	"placeholder.tga"	2105061252	false	false	true	false
rhox_volrik_tze_3	wh_main_chs_port_ruin	1	wh3_main_tech_tze_2_7	false	false	"placeholder.tga"	2105061253	false	false	true	false
rhox_volrik_normal_1	wh_main_chs_port_ruin	1	wh_main_chs_rituals_of_corruption	false	false	"placeholder.tga"	2105061254	false	false	true	false
rhox_volrik_normal_2	wh_main_chs_port_ruin	1	wh_main_chs_ensorcelled_weapons	false	false	"placeholder.tga"	2105061255	false	false	true	false
rhox_volrik_normal_3	wh_main_chs_port_ruin	1	wh_main_chs_aspiration_for_greatness	false	false	"placeholder.tga"	2105061256	false	false	true	false
rhox_dolmance_sla_1	wh_main_chs_port_ruin	1	tech_dlc14_brt_the_ladys_favour	false	false	"placeholder.tga"	2105061257	false	false	true	false
rhox_dolmance_sla_2	wh_main_chs_port_ruin	1	tech_dlc14_brt_heroic_duties	false	false	"placeholder.tga"	2105061258	false	false	true	false
