building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/rhox_dolmance								
wh_main_brt_worship_1			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	bretonnia_worship	true	wh_main_brt_worship_1	true
wh_main_brt_worship_2			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	bretonnia_worship	true	wh_main_brt_worship_2	true
wh_main_brt_worship_3			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	bretonnia_worship	true	wh_main_brt_worship_3	true
rhox_dolmance_slaanesh_1			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	slaanesh_infrastructure_music_blast	false	wh3_main_sla_infra_order_2	true
rhox_dolmance_slaanesh_2			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	slaanesh_infrastructure_music_blast	false	wh3_main_sla_infra_order_3	true
rhox_dolmance_slaanesh_3			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	slaanesh_infrastructure_music_blast	false	wh3_main_sla_infra_order_4	true
rhox_dolmance_slaanesh_4			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	slaanesh_infrastructure_music_blast	false	wh3_main_sla_infra_order_5	true
rhox_dolmance_sunstory			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	bretonnia_bordeleaux_wine_market	false	rhox_dolmance_sunstory	true
rhox_dolmance_treasure_wine			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	bretonnia_bordeleaux_wine_market	false	rhox_dolmance_treasure_wine	true
wh2_main_special_solland_market_1			rhox_brt_reveller_of_domance	wh_main_PLACEHOLDER	special_solland_market	false	wh2_main_special_solland_market_1	true
