building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/rhox_valbrand								
rhox_valbrand_nor_beasts_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_beast_packs	false	wh_main_nor_beasts_1	true
rhox_valbrand_nor_beasts_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_beast_packs	false	wh_main_nor_beasts_2	true
rhox_valbrand_nor_beasts_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_beast_packs	false	wh_main_nor_beasts_3	true
rhox_valbrand_nor_chaos_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_effigys_of_chaos	false	wh_main_nor_chaos_1	true
rhox_valbrand_nor_chaos_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_effigys_of_chaos	false	wh_main_nor_chaos_2	true
rhox_valbrand_nor_creatures_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_creatures_of_chaos	false	wh_main_nor_creatures_1	true
rhox_valbrand_nor_creatures_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_creatures_of_chaos	false	wh_main_nor_creatures_2	true
rhox_valbrand_nor_creatures_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_creatures_of_chaos	false	wh_main_nor_creatures_3	true
rhox_valbrand_nor_garrison_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_garrison	false	wh_main_nor_garrison_1	true
rhox_valbrand_nor_garrison_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_garrison	false	wh_main_nor_garrison_2	true
rhox_valbrand_nor_garrison_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_garrison	false	wh_main_nor_garrison_3	true
rhox_valbrand_nor_loot_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_loot_plunder	false	wh_main_nor_loot_1	true
rhox_valbrand_nor_loot_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_loot_plunder	false	wh_main_nor_loot_2	true
rhox_valbrand_nor_loot_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_loot_plunder	false	wh_main_nor_loot_3	true
rhox_valbrand_nor_military_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_marauders	false	wh_main_nor_military_1	true
rhox_valbrand_nor_military_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_marauders	false	wh_main_nor_military_2	true
rhox_valbrand_nor_military_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_marauders	false	wh_main_nor_military_3	true
rhox_valbrand_nor_offerings_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_offerings	false	wh_main_nor_offerings_1	true
rhox_valbrand_nor_offerings_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_offerings	false	wh_main_nor_offerings_2	true
rhox_valbrand_nor_settlement_major_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_settlement	false	wh_main_nor_settlement_minor_1	true
rhox_valbrand_nor_settlement_major_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_settlement	false	wh_main_nor_settlement_minor_2	true
rhox_valbrand_nor_settlement_major_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_settlement	false	wh_main_nor_settlement_minor_3	true
rhox_valbrand_nor_settlement_major_4	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_settlement	false	wh_main_nor_settlement_4	true
rhox_valbrand_nor_settlement_major_5	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_settlement	false	wh_main_nor_settlement_5	true
rhox_valbrand_nor_slaves_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_slaves	false	wh_main_nor_slaves_1	true
rhox_valbrand_nor_slaves_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_slaves	false	wh_main_nor_slaves_2	true
rhox_valbrand_nor_slaves_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_slaves	false	wh_main_nor_slaves_3	true
rhox_valbrand_nor_smith_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_smithy_armoury	false	wh_main_nor_smith_1	true
rhox_valbrand_nor_smith_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_smithy_armoury	false	wh_main_nor_smith_2	true
rhox_valbrand_nor_smith_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_smithy_armoury	false	wh_main_nor_smith_3	true
rhox_valbrand_nor_stables_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_beastmasters	false	wh_main_nor_stables_1	true
rhox_valbrand_nor_stables_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_beastmasters	false	wh_main_nor_stables_2	true
rhox_valbrand_nor_stables_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_beastmasters	false	wh_main_nor_stables_3	true
rhox_valbrand_nor_walls_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_defence	false	wh_main_nor_walls_1	true
rhox_valbrand_nor_walls_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_defence	false	wh_main_nor_walls_2	true
rhox_valbrand_nor_walls_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_defence	false	wh_main_nor_walls_3	true
rhox_valbrand_nor_worship_1	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_chaos_worship	false	wh_main_nor_worship_1	true
rhox_valbrand_nor_worship_2	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_chaos_worship	false	wh_main_nor_worship_2	true
rhox_valbrand_nor_worship_3	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_chaos_worship	false	wh_main_nor_worship_3	true
rhox_valbrand_nor_worship_4	wh_dlc08_nor_norsca		rhox_nor_firebrand_slavers	wh_main_PLACEHOLDER	nor_chaos_worship	false	wh_main_nor_worship_4	true
