key	building	unit	XP	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/rhox_dolmance						
243122016	rhox_dolmance_slaanesh_2	wh3_dlc20_chs_inf_chaos_warriors_msla	0	0		true
243122017	rhox_dolmance_slaanesh_2	wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges	0	0		true
243122019	rhox_dolmance_slaanesh_3	wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges	0	0		true
243122021	rhox_dolmance_slaanesh_3	wh3_dlc20_chs_inf_chaos_warriors_msla	0	0		true
243122022	rhox_dolmance_slaanesh_4	wh3_dlc20_chs_inf_chosen_msla	0	0		true
243122023	rhox_dolmance_slaanesh_4	wh3_dlc20_chs_inf_chaos_warriors_msla_hellscourges	0	0		true
243122024	rhox_dolmance_slaanesh_4	wh3_dlc20_chs_inf_chosen_msla_hellscourges	0	0		true
243122025	rhox_dolmance_slaanesh_4	wh3_dlc20_chs_inf_chaos_warriors_msla	0	0		true
243122026	rhox_dolmance_slaanesh_1	wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges	0	0		true
243122027	rhox_dolmance_slaanesh_1	wh3_dlc20_chs_inf_chaos_marauders_msla	0	0		true
243122029	rhox_dolmance_slaanesh_2	wh3_dlc20_chs_inf_chaos_marauders_msla	0	0		true
243122030	rhox_dolmance_slaanesh_2	wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges	0	0		true
243122032	rhox_dolmance_slaanesh_3	wh3_dlc20_chs_inf_chaos_marauders_msla	0	0		true
243122033	rhox_dolmance_slaanesh_3	wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges	0	0		true
243122035	rhox_dolmance_slaanesh_4	wh3_dlc20_chs_inf_chaos_marauders_msla	0	0		true
243122036	rhox_dolmance_slaanesh_4	wh3_dlc20_chs_inf_chaos_marauders_msla_hellscourges	0	0		true
