key	building	unit	XP	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/rhox_valbrand						
1092995111	rhox_valbrand_nor_military_4	wh3_dlc26_kho_inf_skullreapers	0	0		true
1092995112	rhox_valbrand_nor_military_4	wh3_dlc26_kho_inf_wrathmongers	0	0		true
1092995113	rhox_valbrand_nor_military_3b	wh3_dlc26_kho_inf_skullreapers	0	0		true
1092995114	rhox_valbrand_nor_military_3b	wh3_dlc26_kho_inf_wrathmongers	0	0		true
1092995115	rhox_valbrand_nor_chaos_3	wh_dlc08_nor_mon_war_mammoth_0	0	0		false
1092995116	rhox_valbrand_nor_chaos_3	wh_dlc08_nor_mon_war_mammoth_1	0	0		false
1092995117	rhox_valbrand_nor_chaos_3	wh_dlc08_nor_mon_war_mammoth_2	0	0		false
1092995118	rhox_valbrand_nor_military_3b	wh_dlc08_nor_inf_marauder_champions_0	0	0		false
1092995119	rhox_valbrand_nor_military_3b	wh_dlc08_nor_inf_marauder_champions_1	0	0		false
1092995120	rhox_valbrand_nor_military_3b	wh3_dlc27_nor_inf_marauder_bearmen	0	0		false
1092995121	rhox_valbrand_nor_military_3b	wh_dlc08_nor_inf_marauder_berserkers_0	0	0		false
1092995122	rhox_valbrand_nor_military_3b	wh_dlc08_nor_inf_marauder_hunters_1	0	0		false
1092995123	rhox_valbrand_nor_military_3b	wh_dlc08_nor_inf_marauder_spearman_0	0	0		false
1092995124	rhox_valbrand_nor_military_3b	wh3_dlc27_nor_inf_marauder_bearmen_greatweapons	0	0		false
1092995125	rhox_valbrand_nor_military_3b	wh_main_nor_inf_chaos_marauders_1	0	0		false
1092995126	rhox_valbrand_nor_military_4	wh_dlc08_nor_inf_marauder_berserkers_0	0	0		false
1092995127	rhox_valbrand_nor_military_4	wh3_dlc27_nor_inf_marauder_bearmen_greatweapons	0	0		false
1092995128	rhox_valbrand_nor_military_4	wh_dlc08_nor_inf_marauder_champions_0	0	0		false
1092995129	rhox_valbrand_nor_military_4	wh_dlc08_nor_inf_marauder_champions_1	0	0		false
1092995130	rhox_valbrand_nor_military_4	wh_dlc08_nor_inf_marauder_spearman_0	0	0		false
1092995131	rhox_valbrand_nor_military_4	wh_main_nor_inf_chaos_marauders_1	0	0		false
1092995132	rhox_valbrand_nor_military_4	wh3_dlc27_nor_inf_marauder_bearmen	0	0		false
1092995133	rhox_valbrand_nor_military_4	wh_dlc08_nor_inf_marauder_hunters_1	0	0		false
1092995134	rhox_valbrand_nor_offerings_2b	wh_dlc08_nor_mon_norscan_giant_0	0	0		false
1092995135	rhox_valbrand_nor_offerings_2b	wh3_dlc27_nor_mon_cursd_ettin	0	0		false
1092995136	rhox_valbrand_nor_offerings_2b	wh3_dlc27_nor_mon_cursd_ettin_runecaller	0	0		false
1092995137	rhox_valbrand_nor_offerings_2b	wh_main_nor_mon_chaos_trolls	0	0		false
1092995138	rhox_valbrand_nor_offerings_2b	wh_dlc08_nor_mon_norscan_ice_trolls_0	0	0		false
1092995139	rhox_valbrand_nor_offerings_3	wh_dlc08_nor_mon_norscan_ice_trolls_0	0	0		false
1092995140	rhox_valbrand_nor_offerings_3	wh3_dlc27_nor_mon_cursd_ettin	0	0		false
1092995141	rhox_valbrand_nor_offerings_3	wh_main_nor_mon_chaos_trolls	0	0		false
1092995142	rhox_valbrand_nor_offerings_3	wh_dlc08_nor_mon_norscan_giant_0	0	0		false
1092995143	rhox_valbrand_nor_offerings_3	wh3_dlc27_nor_mon_cursd_ettin_runecaller	0	0		false
1092995144	rhox_valbrand_nor_beasts_1	wh_main_nor_mon_chaos_warhounds_1	0	0		false
1092995145	rhox_valbrand_nor_beasts_1	wh_main_nor_mon_chaos_warhounds_0	0	0		false
1092995146	rhox_valbrand_nor_beasts_2	wh_main_nor_mon_chaos_warhounds_0	0	0		false
1092995147	rhox_valbrand_nor_beasts_2	wh_main_nor_mon_chaos_warhounds_1	0	0		false
1092995148	rhox_valbrand_nor_beasts_2	wh_dlc08_nor_mon_skinwolves_0	0	0		false
1092995149	rhox_valbrand_nor_beasts_2	wh_dlc08_nor_mon_warwolves_0	0	0		false
