character_name	character_level	forename	magic_lore	num_men	surname	unit_type	agent_type	agent_subtype	portrait	character_model	skillset	male
#battle_set_piece_armies_characters_tables;8;db/battle_set_piece_armies_characters_tables/rhox_iee_lccp												
hkrul_sceolan	1	2147343937		100	2147343940	hkrul_sceolan	general	hkrul_sceolan	ui/portraits/portholes/wh_dlc05_wef_wood_elves/hkrul_sceolan.png	672250330		true
hkrul_valbrand	1	2147343937		100	2147343940	hkrul_valbrand	general	hkrul_valbrand	ui/portraits/portholes/no_culture/hkrul_valbrand.png	672250331		true
hkrul_volrik	1	2147343937		100	2147343940	hkrul_volrik	general	hkrul_volrik	ui/portraits/portholes/no_culture/hkrul_volrik.png	672250332		true
hkrul_zach	1	2147343937		100	2147343940	hkrul_zach	general	hkrul_zach	ui/portraits/portholes/wh_main_vmp_vampire_counts/hkrul_zach.png	672250333		true
hef_calith_torinubar	1	2147343937		100	2147343940	hef_calith_torinubar	general	hef_calith_torinubar	ui/portraits/portholes/no_culture/hef_torinubar.png	672250334		true
hkrul_orghotts	1	2147343937		100	2147343940	hkrul_spew	general	hkrul_orghotts	ui/portraits/portholes/no_culture/hkrul_orghotts.png	672250335		true
hkrul_hrothyogg	1	2147343937		100	2147343940	hkrul_hrothyogg	general	hkrul_hrothyogg	ui/portraits/portholes/no_culture/hkrul_hrothyogg.png	672250336		true
hkrul_aelfric	1	2147343937		100	2147343940	hkrul_aelfric	general	hkrul_aelfric	ui/portraits/portholes/no_culture/hkrul_aelfric.png	672250337		true
hkrul_lord_slaurith	1	2147343937		100	2147343940	hkrul_lord_slaurith	general	hkrul_lord_slaurith	ui/portraits/portholes/no_culture/hkrul_lord_slaurith.png	672250338		true
