id	art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	land_animation_vfx_filter	sea_animation_vfx_filter	navy_animation_vfx_filter
#campaign_character_arts_tables;0;db/campaign_character_arts_tables/rhox_iee_lccp																
272250333	rhox_valbrand_art_set_nor_marauder_chieftain_01	0	0		none	wh_main_uniform_nor_marauder_chieftain_01			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
272250334	rhox_valbrand_art_set_nor_marauder_chieftain_02	0	0		none	wh_main_uniform_nor_marauder_chieftain_02			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
272250335	rhox_valbrand_art_set_nor_marauder_chieftain_03	0	0		none	wh_main_uniform_nor_marauder_chieftain_03			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
272250336	rhox_valbrand_art_set_nor_marauder_chieftain_04	0	0		none	wh_main_uniform_nor_marauder_chieftain_04			wh_dlc08_campaign_nor_ship_transport	wh_dlc08_campaign_nor_ship_transport	cam_hu1c_chaos_axe_and_shield	cam_transport_ship_05	cam_transport_ship_05	0	0	0
272250337	rhox_volrik_art_set_chs_sorcerer_lord_tzeentch_mtze_01	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_03			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_hu1c_chaos_staff_and_sword	cam_tze_ship_01	cam_tze_ship_01	164	0	0
272250338	rhox_volrik_art_set_chs_sorcerer_lord_tzeentch_mtze_02	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_04			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_hu1c_chaos_staff_and_sword	cam_tze_ship_01	cam_tze_ship_01	164	0	0
272250339	rhox_volrik_art_set_chs_sorcerer_lord_tzeentch_mtze_03	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_01			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_hu1c_chaos_staff_and_sword	cam_tze_ship_01	cam_tze_ship_01	164	0	0
272250340	rhox_volrik_art_set_chs_sorcerer_lord_tzeentch_mtze_04	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_05			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_hu1c_chaos_staff_and_sword	cam_tze_ship_01	cam_tze_ship_01	164	0	0
272250341	rhox_volrik_art_set_chs_sorcerer_lord_tzeentch_mtze_05	0	0		none	wh3_dlc20_uniform_chs_chaos_sorcerer_lord_mtze_02			wh3_uniform_tze_ship_lord	wh3_uniform_tze_ship_lord	cam_hu1c_chaos_staff_and_sword	cam_tze_ship_01	cam_tze_ship_01	164	0	0
