effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_volrik					
hkrul_enable_immortality		0		campaign	true
hkrul_volrik_helm	item_ability.png	300	item_ability.png	battle	true
hkrul_volrik_claw	item_ability.png	300	item_ability.png	battle	true
hkrul_volrik_blessed	item_ability.png	300	item_ability.png	battle	true
hkrul_volrik_nordland_damage	weapon_damage.png	97	weapon_damage.png	battle	true
hkrul_volrik_mount	mount.png	50	mount.png	both	true
hkrul_volrik_mount_2	mount.png	50	mount.png	both	true
hkrul_volrik_mount_3	mount.png	50	mount.png	both	true
rhox_volrik_dedicated_to_tzeentch_dummy	corruption_tzeentch.png	101	corruption_tzeentch.png	campaign	true
rhox_volrik_chaos_gift_dummy	tzeentch_points.png	2	tzeentch_points.png	both	true
