effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/hkrul_valbrand					
hkrul_enable_immortality		0		campaign	true
hkrul_valbrand_helm	item_ability.png	300	item_ability.png	battle	true
hkrul_valbrand_sword	item_ability.png	300	item_ability.png	battle	true
hkrul_valbrand_eruption	item_ability.png	300	item_ability.png	battle	true
hkrul_valbrand_pal	item_ability.png	300	item_ability.png	battle	true
hkrul_valbrand_nordland_damage	weapon_damage.png	97	weapon_damage.png	battle	true
hkrul_valbrand_mount	mount.png	50	mount.png	both	true
hkrul_valbrand_mount_2	mount.png	50	mount.png	both	true
hkrul_valbrand_mount_3	mount.png	50	mount.png	both	true
hkrul_valbrand_mass_dummy	mass_character.png	130	mass_character.png	battle	true
effect_valbrand_size_dummy	effect_valbrand_size.png	130	effect_valbrand_size.png	both	true
