ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_karitamen	
wh2_dlc09_lord_abilities_sand_storm	hkrul_karitamen
wh2_dlc09_lord_passive_my_will_be_done	hkrul_karitamen
wh2_dlc09_lord_passive_the_curse	hkrul_karitamen
wh2_dlc09_unit_passive_unstable_mark_ii_sand	hkrul_karitamen
wh2_dlc09_unit_passive_unstable_sand	hkrul_karitamen
wh3_main_unit_passive_single_entity	hkrul_karitamen
wh_main_character_abilities_arcane_conduit	hkrul_karitamen
rhox_karitamen_vengence	hkrul_karitamen
wh2_dlc09_lord_abilities_sand_storm	hkrul_karitamen_horse
hkrul_kita_bombard	hkrul_karitamen_horse
wh2_dlc09_lord_passive_my_will_be_done	hkrul_karitamen_horse
wh2_dlc09_lord_passive_the_curse	hkrul_karitamen_horse
wh2_dlc09_unit_passive_unstable_mark_ii_sand	hkrul_karitamen_horse
wh2_dlc09_unit_passive_unstable_sand	hkrul_karitamen_horse
wh3_main_unit_passive_single_entity	hkrul_karitamen_horse
wh_main_character_abilities_arcane_conduit	hkrul_karitamen_horse
rhox_karitamen_vengence	hkrul_karitamen_horse
wh2_dlc09_lord_abilities_sand_storm	hkrul_karitamen_chariot
hkrul_kita_bombard	hkrul_karitamen_chariot
wh2_dlc09_lord_passive_my_will_be_done	hkrul_karitamen_chariot
wh2_dlc09_lord_passive_the_curse	hkrul_karitamen_chariot
wh2_dlc09_unit_passive_unstable_mark_ii_sand	hkrul_karitamen_chariot
wh2_dlc09_unit_passive_unstable_sand	hkrul_karitamen_chariot
wh3_main_unit_passive_single_entity	hkrul_karitamen_chariot
wh_main_character_abilities_arcane_conduit	hkrul_karitamen_chariot
rhox_karitamen_vengence	hkrul_karitamen_chariot
wh2_dlc09_lord_abilities_sand_storm	hkrul_karitamen_casket
hkrul_kita_bombard	hkrul_karitamen_casket
wh2_dlc09_lord_passive_my_will_be_done	hkrul_karitamen_casket
wh2_dlc09_lord_passive_the_curse	hkrul_karitamen_casket
wh2_dlc09_unit_passive_unstable_mark_ii_sand	hkrul_karitamen_casket
wh2_dlc09_unit_passive_unstable_sand	hkrul_karitamen_casket
wh3_main_unit_passive_single_entity	hkrul_karitamen_casket
wh_main_character_abilities_arcane_conduit	hkrul_karitamen_casket
rhox_karitamen_vengence	hkrul_karitamen_casket
hkrul_kita_bombard	hkrul_karitamen
