ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_spew	
wh_main_character_abilities_foe_seeker	hkrul_spew
wh3_main_unit_passive_single_entity	hkrul_spew
wh3_dlc20_lord_passive_paragon_of_decay	hkrul_spew
hkrul_spew_bombard	hkrul_spew
wh_main_character_abilities_deadly_onslaught	hkrul_spew
wh3_main_unit_passive_cloud_of_flies	hkrul_spew
wh_main_character_abilities_foe_seeker	hkrul_spew_rider
wh3_main_unit_passive_single_entity	hkrul_spew_rider
wh3_dlc20_lord_passive_paragon_of_decay	hkrul_spew_rider
hkrul_spew_bombard	hkrul_spew_rider
wh_main_character_abilities_deadly_onslaught	hkrul_spew_rider
wh3_main_unit_passive_cloud_of_flies	hkrul_spew_rider
