ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_zach	
wh3_main_unit_passive_single_entity	hkrul_zach
wh_main_character_abilities_magical_animus	hkrul_zach
wh_main_character_passive_master_of_the_dead	hkrul_zach
wh_main_unit_passive_unstable	hkrul_zach
wh_main_unit_passive_unstable_mark_ii	hkrul_zach
rhox_zach_token	hkrul_zach
rhox_zach_dragon_blood	hkrul_zach
wh2_main_unit_abilities_pestilential_breath	hkrul_zach_dragon
wh3_main_unit_passive_single_entity	hkrul_zach_dragon
wh_main_hero_passive_swarm_of_flies	hkrul_zach_dragon
wh_main_unit_passive_unstable	hkrul_zach_dragon
wh_main_character_abilities_magical_animus	hkrul_zach_dragon
wh_main_character_passive_master_of_the_dead	hkrul_zach_dragon
wh_main_unit_passive_unstable_mark_ii	hkrul_zach_dragon
rhox_zach_token	hkrul_zach_dragon
rhox_zach_dragon_blood	hkrul_zach_dragon
