ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_dolmance	
wh_main_lord_passive_hold_the_line	hkrul_dolmance
wh3_main_unit_passive_single_entity	hkrul_dolmance
wh_main_character_abilities_foe_seeker	hkrul_dolmance
wh_main_character_abilities_stand_your_ground	hkrul_dolmance
hkrul_dolmance_pal	hkrul_dolmance
wh_main_character_abilities_deadly_onslaught	hkrul_dolmance
wh_main_lord_passive_hold_the_line	hkrul_dolmance_mount
hkrul_dolmance_pal	hkrul_dolmance_mount
wh3_main_unit_passive_single_entity	hkrul_dolmance_mount
wh_main_character_abilities_foe_seeker	hkrul_dolmance_mount
wh_main_character_abilities_stand_your_ground	hkrul_dolmance_mount
wh_main_character_abilities_deadly_onslaught	hkrul_dolmance_mount
hkrul_dolmance_pal	hkrul_dolmance_mount_2
wh_main_lord_passive_hold_the_line	hkrul_dolmance_mount_2
wh3_main_unit_passive_single_entity	hkrul_dolmance_mount_2
wh_main_character_abilities_foe_seeker	hkrul_dolmance_mount_2
wh_main_character_abilities_stand_your_ground	hkrul_dolmance_mount_2
wh_main_character_abilities_deadly_onslaught	hkrul_dolmance_mount_2
wh_main_lord_passive_hold_the_line	hkrul_dolmance_mount_3
wh3_main_unit_passive_single_entity	hkrul_dolmance_mount_3
wh_main_character_abilities_foe_seeker	hkrul_dolmance_mount_3
wh_main_character_abilities_stand_your_ground	hkrul_dolmance_mount_3
wh_main_character_abilities_deadly_onslaught	hkrul_dolmance_mount_3
hkrul_dolmance_pal	hkrul_dolmance_mount_3
