ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/wolf_calithian_elves	
wh2_torinubar_kinetic_wave	hef_calith_torinubar
wh2_torinubar_kinetic_combat	hef_calith_torinubar
wh2_torinubar_kinetic_wave	hef_calith_torinubar_eagle
wh2_torinubar_kinetic_combat	hef_calith_torinubar_eagle
wh2_main_unit_passive_martial_prowess	hef_calith_torinubar_eagle
wh3_main_unit_passive_single_entity	hef_calith_torinubar_eagle
wh2_main_unit_abilities_star_dragons_breath	hef_calith_torinubar_dragon
wh3_main_unit_passive_single_entity	hef_calith_torinubar_dragon
wh2_torinubar_kinetic_wave	hef_calith_torinubar_dragon
wh2_torinubar_kinetic_combat	hef_calith_torinubar_dragon
