ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_vroth	
wh_main_lord_passive_hold_the_line	hkrul_vroth
wh3_main_unit_passive_single_entity	hkrul_vroth
wh_main_character_abilities_foe_seeker	hkrul_vroth
wh_main_character_abilities_stand_your_ground	hkrul_vroth
hkrul_vroth_pal	hkrul_vroth
wh_main_character_abilities_deadly_onslaught	hkrul_vroth
wh_main_lord_passive_hold_the_line	hkrul_vroth_mount
hkrul_vroth_pal	hkrul_vroth_mount
wh3_main_unit_passive_single_entity	hkrul_vroth_mount
wh_main_character_abilities_foe_seeker	hkrul_vroth_mount
wh_main_character_abilities_stand_your_ground	hkrul_vroth_mount
wh_main_character_abilities_deadly_onslaught	hkrul_vroth_mount
hkrul_vroth_pal	hkrul_vroth_mount_2
wh_main_lord_passive_hold_the_line	hkrul_vroth_mount_2
wh3_main_unit_passive_single_entity	hkrul_vroth_mount_2
wh_main_character_abilities_foe_seeker	hkrul_vroth_mount_2
wh_main_character_abilities_stand_your_ground	hkrul_vroth_mount_2
wh_main_character_abilities_deadly_onslaught	hkrul_vroth_mount_2
wh_main_lord_passive_hold_the_line	hkrul_vroth_mount_3
wh3_main_unit_passive_single_entity	hkrul_vroth_mount_3
wh_main_character_abilities_foe_seeker	hkrul_vroth_mount_3
wh_main_character_abilities_stand_your_ground	hkrul_vroth_mount_3
wh_main_character_abilities_deadly_onslaught	hkrul_vroth_mount_3
hkrul_vroth_pal	hkrul_vroth_mount_3
