ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_volrik	
wh_main_lord_passive_hold_the_line	hkrul_volrik
wh3_main_unit_passive_single_entity	hkrul_volrik
wh_main_character_abilities_foe_seeker	hkrul_volrik
wh_main_character_abilities_stand_your_ground	hkrul_volrik
hkrul_volrik_pal	hkrul_volrik
wh_main_character_abilities_deadly_onslaught	hkrul_volrik
wh_main_lord_passive_hold_the_line	hkrul_volrik_mount
hkrul_volrik_pal	hkrul_volrik_mount
wh3_main_unit_passive_single_entity	hkrul_volrik_mount
wh_main_character_abilities_foe_seeker	hkrul_volrik_mount
wh_main_character_abilities_stand_your_ground	hkrul_volrik_mount
wh_main_character_abilities_deadly_onslaught	hkrul_volrik_mount
hkrul_volrik_pal	hkrul_volrik_mount_2
wh_main_lord_passive_hold_the_line	hkrul_volrik_mount_2
wh3_main_unit_passive_single_entity	hkrul_volrik_mount_2
wh_main_character_abilities_foe_seeker	hkrul_volrik_mount_2
wh_main_character_abilities_stand_your_ground	hkrul_volrik_mount_2
wh_main_character_abilities_deadly_onslaught	hkrul_volrik_mount_2
wh_main_lord_passive_hold_the_line	hkrul_volrik_mount_3
wh3_main_unit_passive_single_entity	hkrul_volrik_mount_3
wh_main_character_abilities_foe_seeker	hkrul_volrik_mount_3
wh_main_character_abilities_stand_your_ground	hkrul_volrik_mount_3
wh_main_character_abilities_deadly_onslaught	hkrul_volrik_mount_3
hkrul_volrik_pal	hkrul_volrik_mount_3
