ability	land_unit
#land_units_to_unit_abilites_junctions_tables;0;db/land_units_to_unit_abilites_junctions_tables/hkrul_sceolan	
wh_dlc05_lord_passive_call_of_the_woods	hkrul_sceolan
wh_dlc05_unit_passive_guardians_of_the_wildwood	hkrul_sceolan
wh_main_character_abilities_deadly_onslaught	hkrul_sceolan
wh_main_character_abilities_foe_seeker	hkrul_sceolan
wh3_main_unit_passive_single_entity	hkrul_sceolan
hkrul_sceolan_blast	hkrul_sceolan
wh2_main_unit_abilities_soporific_breath	hkrul_sceolan_dragon
wh3_main_unit_passive_single_entity	hkrul_sceolan_dragon
wh_dlc05_lord_passive_call_of_the_woods	hkrul_sceolan_dragon
wh_main_character_abilities_deadly_onslaught	hkrul_sceolan_dragon
wh_main_character_abilities_foe_seeker	hkrul_sceolan_dragon
wh_dlc05_unit_passive_guardians_of_the_wildwood	hkrul_sceolan_dragon
hkrul_sceolan_blast	hkrul_sceolan_dragon
