unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;7;db/main_units_tables/rhox_iee_lccp																																												
rhox_hrothyogg_ogr_inf_maneaters_0		-1	monstrous_infantry	2	false	wh3_main_ogr_inf_maneaters_0	16	0	1200	wh_main_shp_transport	1	1	16	1200	300	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous	3	false	ogre_infantry		false		1200.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
rhox_hrothyogg_ogr_inf_maneaters_1		-1	monstrous_infantry	2	false	wh3_main_ogr_inf_maneaters_1	16	0	1300	wh_main_shp_transport	1	1	16	1300	325	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_ironfist	3	false	ogre_infantry		false		1300.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
rhox_hrothyogg_ogr_inf_maneaters_2		-1	monstrous_infantry	2	false	wh3_main_ogr_inf_maneaters_2	16	0	1400	wh_main_shp_transport	1	1	16	1400	350	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_great_weapons	3	false	ogre_infantry		false		1400.0000	0.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
rhox_hrothyogg_ogr_inf_maneaters_3		-1	monstrous_infantry	2	false	wh3_main_ogr_inf_maneaters_3	16	0	1500	wh_main_shp_transport	1	1	16	1500	375	very_heavy		0	true	wh3_main_vo_culture_Ogres	wh3_main_ogr_monstrous_pistol	4	false	ogre_infantry		false		1000.0000	400.0000	true	vo_culture_None	false	wh3_main_vo_actor_Ogres_Ogreunit	0	true	false	6	false	false		0.0000	true	1	false
rhox_hrothyogg_recruiter		-1	hero	1	false	rhox_hrothyogg_recruiter	1	0	800	wh_main_shp_transport	1	1	1	1000	0	heavy		0	false	wh3_main_vo_culture_Ogres	wh3_main_ogr_hunter	0	true	ogre_infantry		true		775.0000	0.0000	false	vo_culture_None	true	wh3_main_vo_actor_Ogres_Butcher	0	true	false	2	false	false		0.0000	false	1	false
hkrul_rhobb		-1	hero	1	false	hkrul_rhobb	1	1	900	wh_main_shp_transport	1	1	1	1000	0	heavy		0	false	wh_main_vo_culture_Dwarf	dwf_thane	0	true	dwf_warrior_30_degrees		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_Thane	0	true	false	0	false	false		0.0000	false	1	false
hkrul_thulgrim		-1	hero	1	false	hkrul_thulgrim	1	1	900	wh_main_shp_transport	1	1	1	1000	0	heavy		0	false	wh_main_vo_culture_Dwarf	dwf_thane	0	true	dwf_warrior_30_degrees		true		1000.0000	0.0000	false	vo_culture_None	true	wh_main_vo_actor_Dwarf_Thane	0	true	false	0	false	false		0.0000	false	1	false
hkrul_shaz		-1	hero	1	false	hkrul_shaz	1	1	900	wh_main_shp_transport	1	1	1	1000	0	heavy		0	false	vo_culture_None	dwf_thane	0	true	dwf_warrior_30_degrees		true		1000.0000	0.0000	false	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Princess	0	true	false	0	false	false		0.0000	false	1	false
hef_calith_gatekeepers		-1	melee_infantry	2	false	hef_calith_gatekeepers	100	0	1350	wh_main_shp_transport	1	1	100	1350	300	heavy		0	false	wh2_main_vo_culture_High_Elves	infantry_sword	3	false	wef_infantry_15_degrees		false		1400.0000	0.0000	false	vo_culture_None	false	wh2_main_vo_actor_High_Elves_Infantry	0	true	false	6	false	false		0.0000	true	1	false
rhox_lenk_nor_feral_manticore		-1	monster	1	false	wh_dlc08_nor_feral_manticore	1	0	800	wh_main_shp_transport	1	1	1	800	200	heavy		0	true	wh_main_vo_culture_Manticore	wh2_dlc17_bst_manticore	2	true	bst_manticore		true		800.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	3	false	false		0.0000	true	1	false
rhox_lenk_nor_mon_warwolves_0		-1	war_beast	1	false	wh_dlc08_nor_mon_marauder_warwolves_0	48	0	600	wh_main_shp_transport	1	1	40	650	163	medium		0	true	wh_main_vo_culture_Dire_Wolves_WarHound	war_beast	2	false	vamp_dire_wolf		false		650.0000	0.0000	false	wh_main_vo_culture_Vampire_Creature_Order_Giver	false	wh_main_vo_actor_default	0	false	false	6	false	false		0.0000	true	1	false
rhox_lenk_nor_mon_war_mammoth_0		-1	monster	2	false	wh_dlc08_nor_mon_war_mammoth_0	1	0	1500	wh_main_shp_transport	1	1	1	1500	375	super_heavy		0	true	wh_dlc08_vo_culture_war_mammoth	nor_mammoth	4	true	nor_war_mammoth		true		1500.0000	0.0000	true	wh_main_vo_culture_Chaos	false	wh_main_vo_actor_default	0	true	true	3	false	false		0.0000	true	1	false
rhox_lccp_vmp_giant		1	monster	2	false	rhox_lccp_vmp_giant	1	0	1900	wh_main_shp_transport	1	1	1	1900	375	very_heavy		0	true	wh_main_vo_culture_Giant	giant	4	true	grn_giant		true		1500.0000	0.0000	true	vo_culture_None	false	wh_main_vo_actor_default	0	false	true	2	false	false		0.0000	true	1	true
rhox_lccp_sceolan_wef_spellweaver_ice		-1	lord	1	false	rhox_lccp_sceolan_wef_spellweaver_ice	1	0	400	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh_dlc05_vo_culture_Wood_Elves	wh3_lord_wizard_ice	0	true	wef_spellsinger		true	composite_scene\porthole\wef_spellweaver_porthole_01.csc	400.0000	0.0000	false	wh_dlc05_vo_culture_Wood_Elves	true	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	0	true	false	0	false	false		0.0000	false	1	false
rhox_lccp_sceolan_wef_spellweaver_ice_1		-1	lord	1	false	rhox_lccp_sceolan_wef_spellweaver_ice_1	1	0	600	wh_main_shp_transport	1	1	1	1200	300	heavy		0	false	wh_dlc05_vo_culture_Wood_Elves	wh3_lord_wizard_ice	0	true	wef_spellsinger	wh_dlc05_cam_mnt_wef_elven_steed	true	composite_scene\porthole\wef_spellweaver_porthole_01.csc	600.0000	0.0000	false	wh_dlc05_vo_culture_Wood_Elves	true	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	0	true	false	0	false	false		0.0000	false	1	false
rhox_lccp_sceolan_wef_spellweaver_ice_2		-1	lord	1	false	rhox_lccp_sceolan_wef_spellweaver_ice_2	1	0	700	wh_main_shp_transport	1	1	1	1550	387	heavy		0	false	wh_dlc05_vo_culture_Wood_Elves	wh3_lord_wizard_ice	0	true	wef_spellsinger	wh_dlc05_cam_mnt_wef_unicorn	true	composite_scene\porthole\wef_spellweaver_porthole_01.csc	700.0000	0.0000	false	wh_dlc05_vo_culture_Wood_Elves	true	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	0	true	false	0	false	false		0.0000	false	1	false
rhox_lccp_sceolan_wef_spellweaver_ice_3		-1	lord	1	false	rhox_lccp_sceolan_wef_spellweaver_ice_3	1	0	950	wh_main_shp_transport	1	1	1	1450	372	heavy		0	false	wh_dlc05_vo_culture_Wood_Elves	wh3_lord_wizard_ice	0	true	wef_spellsinger	wh_dlc05_cam_mnt_wef_great_eagle	true	composite_scene\porthole\wef_spellweaver_porthole_01.csc	950.0000	0.0000	false	wh_dlc05_vo_culture_Wood_Elves	true	wh2_dlc16_vo_actor_Wood_Elves_SpellWeaver	0	true	false	0	false	false		0.0000	false	1	false
rhox_lccp_sceolan_wef_spellsinger_ice		-1	hero	1	false	rhox_lccp_sceolan_wef_spellsinger_ice	1	0	300	wh_main_shp_transport	1	1	1	1000	250	heavy		0	false	wh_dlc05_vo_culture_Wood_Elves	wh3_main_wizard_ice	0	true	wef_spellsinger		true		300.0000	0.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Spellsinger	0	true	false	2	false	false		0.0000	true	1	false
rhox_lccp_sceolan_wef_spellsinger_ice_1		-1	hero	1	false	rhox_lccp_sceolan_wef_spellsinger_ice_1	1	0	500	wh_main_shp_transport	1	1	1	1100	275	heavy		0	false	wh_dlc05_vo_culture_Wood_Elves	wh3_main_wizard_ice	0	true	wef_spellsinger	wh_dlc05_cam_mnt_wef_elven_steed	true		500.0000	0.0000	false	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Spellsinger	0	true	false	2	false	false		0.0000	true	1	false
