unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed	point_allowance_weight	is_renown
#main_units_tables;6;db/main_units_tables/rhox_iee_lccp_leaders																																													
hkrul_sceolan		-1	lord	1	false	hkrul_sceolan	1	0	600	wh_main_shp_transport	1	1	1	1200	265	medium		0	32350220	false	wh_dlc05_vo_culture_Wood_Elves	lord_infantry_sword	0	true	emp_general_foot		true		425.0000	425.0000	true	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_sceolan_dragon		-1	lord	1	false	hkrul_sceolan_dragon	1	0	2000	wh_main_shp_transport	1	1	1	2200	550	heavy		0	32350221	false	wh_dlc05_vo_culture_Wood_Elves	wh_dlc05_wef_glade_lord	0	true	wef_general_foot	wh_dlc05_cam_mnt_wef_forest_dragon	true		1100.0000	1100.0000	true	vo_culture_None	true	wh_dlc05_vo_actor_Wood_Elves_Male_Glade_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_valbrand		-1	lord	1	false	hkrul_valbrand	1	0	800	wh_main_shp_transport	1	1	1	1000	302	heavy		0	32350222	false	wh3_main_vo_culture_Khorne	lord_infantry_sword	0	true	chaos_warrior_30_degrees		true		800.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Chaos_Lord_of_Khorne	0	true	false	0	false	false		0.0000	false	1	false
hkrul_volrik		-1	lord	1	false	hkrul_volrik	1	0	950	wh_main_shp_transport	1	1	1	1000	285	heavy		0	32350223	false	wh_dlc08_vo_culture_Norsca	lord_infantry_axe	0	true	chaos_warrior_30_degrees		true		900.0000	0.0000	true	vo_culture_None	true	hkrul_lccp_volrik	0	true	false	0	false	false		600.0000	false	1	false
hkrul_volrik_chariot		-1	lord	1	false	hkrul_volrik_chariot	2	0	1100	wh_main_shp_transport	1	1	2	1100	275	heavy		0	32350224	false	wh_dlc08_vo_culture_Norsca	lord_chariot	0	true	chaos_warrior_30_degrees	wh3_dlc20_cam_mnt_chs_chariot_tzeentch	true		1100.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		800.0000	false	1	false
hkrul_zach		-1	lord	1	false	hkrul_zach	1	0	500	wh_main_shp_transport	1	1	1	1400	325	medium		0	32350225	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord		true		600.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	false	1	false
hkrul_zach_dragon		-1	lord	1	false	hkrul_zach_dragon	1	0	2050	wh_main_shp_transport	1	1	1	2050	513	heavy		0	32350226	false	wh_main_vo_culture_Vampire	lord_wizard_vampires	0	true	vamp_lord	wh_main_cam_mnt_vmp_zombie_dragon	true		2050.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Vampire_MasterNecromancer	0	true	false	0	false	false		0.0000	false	1	false
hef_calith_torinubar		-1	lord	1	false	hef_calith_torinubar	1	0	450	wh_main_shp_transport	1	1	1	1000	250	medium		0	32350227	false	wh2_main_vo_culture_High_Elves	wh2_main_lord_wizard_high	0	true	hef_general_foot		true		450.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Loremasters_of_Hoeth	0	true	false	0	false	false		0.0000	false	1	false
hef_calith_torinubar_eagle		-1	lord	1	false	hef_calith_torinubar_eagle	1	0	1000	wh_main_shp_transport	1	1	1	1500	375	heavy		0	32350228	false	wh2_main_vo_culture_High_Elves	wh2_main_lord_wizard_high	0	true	hef_general_foot	wh2_main_cam_mnt_hef_great_eagle	true		1000.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Loremasters_of_Hoeth	0	true	false	0	false	false		0.0000	false	1	false
hef_calith_torinubar_dragon		-1	lord	1	false	hef_calith_torinubar_dragon	1	0	2000	wh_main_shp_transport	1	1	1	2200	575	heavy		0	32350229	false	wh2_main_vo_culture_High_Elves	wh2_main_lord_wizard_high	0	true	hef_general_foot	wh2_main_cam_mnt_hef_star_dragon	true		2200.0000	0.0000	true	vo_culture_None	true	wh2_main_vo_actor_High_Elves_Loremasters_of_Hoeth	0	true	false	0	false	false		0.0000	false	1	false
hkrul_spew		-1	lord	1	false	hkrul_spew	1	0	1875	wh_main_shp_transport	1	1	1	1355	342	heavy		0	32350230	false	wh3_main_vo_culture_Nurgle	lord_axe_dual	0	true	hkrul_spew		true		1100.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Nurgle_Exalted_Hero_of_Nurgle	0	true	false	0	false	false		0.0000	false	1	false
hkrul_spew_rider		-1	lord	1	false	hkrul_spew_rider	1	0	2875	wh_main_shp_transport	1	1	1	1855	464	heavy		0	323502301	false	wh3_main_vo_culture_Nurgle	lord_axe_dual	0	true	hkrul_spew_rider	rhox_spew_maggoth	true		1600.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Nurgle_Exalted_Hero_of_Nurgle	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hrothyogg		-1	lord	1	false	hkrul_hrothyogg	1	0	1625	wh_main_shp_transport	1	1	1	1350	343	heavy		0	32350231	false	wh3_main_vo_culture_Ogres	lord_infantry_sword	0	true	ogre_tyrant		true		1350.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Ogres_Tyrant	0	true	false	0	false	false		0.0000	false	1	false
hkrul_hrothyogg_crusher		-1	lord	1	false	hkrul_hrothyogg_crusher	1	0	1900	wh_main_shp_transport	1	1	1	1900	475	heavy		0	32350232	false	wh3_main_vo_culture_Ogres	lord_cavalry	0	true	ogr_mournfang_cav	hkrul_hrothyogg_crusher	true		1900.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Ogres_Tyrant	0	true	false	0	false	false		0.0000	false	1	false
hkrul_burlok		1	lord	1	false	hkrul_burlok	1	1	1450	wh_main_shp_transport	1	1	1	1200	0	medium		0	32350233	false	wh_main_vo_culture_Dwarf	lord_infantry_hammer_great	0	true	dwf_warrior_30_degrees		true		2000.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Dwarf_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_dolmance		-1	lord	1	false	hkrul_dolmance	1	0	600	wh_main_shp_transport	1	1	1	1000	265	medium		0	32350234	false	wh_main_vo_culture_Bretonnian	lord_infantry_sword	0	true	emp_general_foot		true		600.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Bretonnian_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_thorgar		-1	lord	1	false	hkrul_thorgar	1	0	1200	wh_main_shp_transport	1	1	1	1000	327	heavy		0	32350235	false	wh_dlc08_vo_culture_Norsca	hkrul_thorgar	0	true	chaos_warrior_30_degrees		true		1000.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_thorgar_chariot		-1	lord	1	false	hkrul_thorgar_chariot	2	0	1500	wh_main_shp_transport	1	1	2	1100	275	heavy		0	32350236	false	wh_dlc08_vo_culture_Norsca	lord_chariot	0	true	chaos_warrior_30_degrees	wh_dlc08_cam_mnt_nor_marauder_chariot	true		1100.0000	0.0000	true	vo_culture_None	true	wh_dlc08_vo_actor_Norsca_Marauder_Chieftan	0	true	false	0	false	false		0.0000	false	1	false
hkrul_thorgar_daemon_prince		-1	lord	1	false	hkrul_thorgar_daemon_prince	1	0	2000	wh_main_shp_transport	1	1	1	2400	525	heavy		0	32350237	false	wh3_main_vo_culture_DaemonPrince	wh3_main_dae_daemon_prince	0	true	dae_dp		true		2400.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_DaemonPrince_Generic_Undivided	0	true	false	0	false	false		0.0000	false	1	false
hkrul_slaurith		-1	lord	1	false	hkrul_slaurith	1	0	1400	wh_main_shp_transport	1	1	1	1400	350	medium		0	32350238	false	wh3_main_vo_culture_Khorne	lord_infantry_sword_great	0	true	hkrul_slaurith		true		1400.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_slaurith_mount		-1	lord	1	false	hkrul_slaurith_mount	1	0	2300	wh_main_shp_transport	1	1	1	2300	575	heavy		0	32350239	false	wh3_main_vo_culture_Khorne	lord_dragon	0	true	chaos_warrior_30_degrees	wh_main_cam_mnt_chs_chaos_dragon	true		2300.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_Lord	0	true	false	0	false	false		0.0000	false	1	false
hkrul_arbaal_mounted		-1	lord	1	false	hkrul_arbaal_mounted	1	0	2000	wh_main_shp_transport	1	1	1	1000	500	heavy		0	32350240	false	wh3_main_vo_culture_Khorne	lord_cavalry	0	true	chaos_warrior_30_degrees	hkrul_arbaal_mount	true		2000.0000	0.0000	true	vo_culture_None	true	wh3_dlc20_vo_actor_Khorne_Chaos_Lord_of_Khorne	0	true	false	0	false	false		0.0000	false	1	false
rhox_arbaal_spawn		-1	lord	1	false	rhox_arbaal_spawn	1	0	1600	wh_main_shp_transport	1	1	1	1200	300	heavy		0	32350241	false	wh_dlc03_vo_culture_Spawn	chaos_spawn	0	true	kho_spawn_of_khorne		true		1600.0000	0.0000	true	vo_culture_None	true	wh3_main_vo_actor_Khorne_Chaos_Warrior	0	true	false	0	false	false		0.0000	false	1	false
hkrul_engra		-1	lord	1	false	hkrul_engra	1	0	1150	wh_main_shp_transport	1	1	1	1000	321	heavy		0	32350242	false	wh_main_vo_culture_Chaos	lord_infantry_axe	0	true	chaos_warrior_30_degrees		true		1150.0000	0.0000	true	vo_culture_None	true	wh_main_vo_actor_Chaos_Lord	0	true	false	0	false	false		0.0000	false	1	false
