key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/hkrul_gargul									
hkrul_gargul_skill_node_campaign_01		wh2_main_skill_all_hero_assist_army_increase_mobility		5	0		0	0	true
hkrul_gargul_skill_node_campaign_02		wh2_main_skill_all_hero_passive_boost_income		5	1		0	0	true
hkrul_gargul_skill_node_campaign_03		wh2_main_skill_all_hero_hinder_settlement_steal_technology		5	2		0	0	true
hkrul_gargul_skill_node_campaign_04		wh2_main_skill_all_hero_hinder_agent_wound		5	3		0	0	true
hkrul_gargul_skill_node_campaign_05		wh2_main_skill_all_hero_hinder_army_block_army		5	4		0	0	true
hkrul_gargul_skill_node_campaign_06		wh2_main_skill_all_hero_reduce_action_cost		5	5		0	0	true
hkrul_gargul_skill_node_campaign_actions_dummy		hkrul_gargul_agent_actions		8	0		1	0	false
hkrul_gargul_self_08		wh_main_skill_dwf_engineer_self_extra_powder		3	2		0	0	true
hkrul_gargul_self_01		wh2_dlc17_skill_dwf_master_engineer_restock		2	0		0	0	true
hkrul_gargul_self_02		wh_main_skill_dwf_engineer_self_requisition		2	1		0	0	true
hkrul_gargul_self_03		wh_main_skill_dwf_engineer_self_technical_enhancements		3	3		0	0	true
hkrul_gargul_self_04		wh_main_skill_dwf_engineer_self_triangulation		2	2		0	0	true
hkrul_gargul_self_05		wh_main_skill_dwf_engineer_self_dead_eye		3	0		0	0	true
hkrul_gargul_self_06		wh_main_skill_dwf_engineer_self_ballistics_calibration		3	1		0	0	true
hkrul_gargul_self_07		wh_main_skill_dwf_engineer_self_overseer		2	3		0	0	true
hkrul_gargul_self_10		wh_main_skill_dwf_engineer_self_sapper		2	4		0	0	true
hkrul_gargul_unique_01		wh_main_skill_dwf_all_unique_ancestral_grudge		0	0		0	0	true
hkrul_gargul_unique_02		wh_main_skill_dwf_all_unique_resolute		0	2		0	0	true
hkrul_gargul_unique_03		wh_main_skill_dwf_all_unique_relentless		0	3		0	0	true
hkrul_gargul_unique_04		wh_main_skill_dwf_all_unique_rune_of_grimnir		0	4		0	0	true
hkrul_gargul_skill_node_unique_02		wh2_dlc17_skill_unique_thane_02		0	5		0	0	true
hkrul_gargul_skill_node_unique_03		wh2_dlc17_skill_unique_thane_03		0	6		0	0	true
skill_node_hkrul_gargul_innate		innate_hkrul_gargul		6	0		1	0	false
skill_node_hkrul_gargul_special_1_0		hkrul_gargul_special_1_0		1	0		0	0	true
skill_node_hkrul_gargul_special_1_1		hkrul_gargul_special_1_1		1	1		0	0	true
skill_node_hkrul_gargul_special_1_2		hkrul_gargul_special_1_2		1	2		0	0	true
skill_node_hkrul_gargul_special_1_3		hkrul_gargul_special_1_3		1	3		0	0	true
skill_node_hkrul_gargul_special_1_4		hkrul_gargul_special_1_4		1	4		0	3	true
skill_node_hkrul_adventurers_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
