effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_arbaal				
rhox_arbaal_resource_effects_1	wh_main_effect_force_stat_weapon_strength	faction_to_force_own	-5.0000	start_turn_completed
rhox_arbaal_resource_effects_1	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	20.0000	start_turn_completed
rhox_arbaal_resource_effects_1	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	50.0000	start_turn_completed
rhox_arbaal_resource_effects_1	wh_main_effect_force_stat_leadership	faction_to_force_own	-10.0000	start_turn_completed
rhox_arbaal_resource_effects_1	wh_main_effect_province_growth_events	faction_to_province_own	-50.0000	start_turn_completed
rhox_arbaal_resource_effects_1	wh_main_effect_public_order_faction	faction_to_province_own	-5.0000	start_turn_completed
rhox_arbaal_resource_effects_2	wh_main_effect_force_stat_weapon_strength	faction_to_force_own	3.0000	start_turn_completed
rhox_arbaal_resource_effects_2	wh_main_effect_building_construction_cost_mod_all	faction_to_region_own	10.0000	start_turn_completed
rhox_arbaal_resource_effects_2	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-2.0000	start_turn_completed
rhox_arbaal_resource_effects_2	wh_main_effect_force_stat_leadership	faction_to_force_own	2.0000	start_turn_completed
rhox_arbaal_resource_effects_2	wh_main_effect_province_growth_events	faction_to_province_own	2.0000	start_turn_completed
rhox_arbaal_resource_effects_2	wh_main_effect_public_order_faction	faction_to_province_own	1.0000	start_turn_completed
rhox_arbaal_resource_effects_3	wh_main_effect_force_stat_weapon_strength	faction_to_force_own	6.0000	start_turn_completed
rhox_arbaal_resource_effects_3	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-5.0000	start_turn_completed
rhox_arbaal_resource_effects_3	wh_main_effect_force_stat_leadership	faction_to_force_own	5.0000	start_turn_completed
rhox_arbaal_resource_effects_3	wh_main_effect_province_growth_events	faction_to_province_own	10.0000	start_turn_completed
rhox_arbaal_resource_effects_3	wh_main_effect_public_order_faction	faction_to_province_own	2.0000	start_turn_completed
rhox_arbaal_resource_effects_4	wh_main_effect_force_stat_weapon_strength	faction_to_force_own	9.0000	start_turn_completed
rhox_arbaal_resource_effects_4	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-10.0000	start_turn_completed
rhox_arbaal_resource_effects_4	wh_main_effect_force_stat_leadership	faction_to_force_own	10.0000	start_turn_completed
rhox_arbaal_resource_effects_4	wh_main_effect_province_growth_events	faction_to_province_own	30.0000	start_turn_completed
rhox_arbaal_resource_effects_4	wh_main_effect_public_order_faction	faction_to_province_own	5.0000	start_turn_completed
rhox_arbaal_resource_effects_1	rhox_arbaal_resource_per_turn	faction_to_faction_own_unseen	-1.0000	start_turn_completed
rhox_arbaal_resource_effects_2	rhox_arbaal_resource_per_turn	faction_to_faction_own_unseen	-3.0000	start_turn_completed
rhox_arbaal_resource_effects_3	rhox_arbaal_resource_per_turn	faction_to_faction_own_unseen	-4.0000	start_turn_completed
rhox_arbaal_resource_effects_4	rhox_arbaal_resource_per_turn	faction_to_faction_own_unseen	-5.0000	start_turn_completed
