effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/hrkul_lccp_banner				
hkrul_sceolan_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	8.0000	start_turn_completed
hkrul_sceolan_banner	wh_main_effect_character_stat_missile_resistance	character_to_character_own_banner	30.0000	start_turn_completed
hkrul_valbrand_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	8.0000	start_turn_completed
hkrul_valbrand_banner	wh_main_effect_character_stat_missile_resistance	character_to_character_own_banner	30.0000	start_turn_completed
hkrul_volrik_banner	wh3_main_effect_battle_barrier_health_add	character_to_character_own_banner	600.0000	start_turn_completed
hkrul_volrik_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	15.0000	start_turn_completed
hkrul_zach_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	8.0000	start_turn_completed
hkrul_zach_banner	wh_main_effect_character_stat_missile_resistance	character_to_character_own_banner	30.0000	start_turn_completed
hkrul_spew_banner	wh_main_effect_character_stat_unit_health	character_to_character_own_banner	15.0000	start_turn_completed
hkrul_spew_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	10.0000	start_turn_completed
hkrul_dolmance_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	8.0000	start_turn_completed
hkrul_dolmance_banner	wh_main_effect_character_stat_missile_resistance	character_to_character_own_banner	30.0000	start_turn_completed
hkrul_thorgar_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	8.0000	start_turn_completed
hkrul_thorgar_banner	wh_main_effect_character_stat_missile_resistance	character_to_character_own_banner	30.0000	start_turn_completed
hkrul_engra_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	8.0000	start_turn_completed
hkrul_engra_banner	wh_main_effect_character_stat_missile_resistance	character_to_character_own_banner	30.0000	start_turn_completed
hkrul_vroth_banner	wh_main_effect_character_stat_melee_defence	character_to_character_own_banner	8.0000	start_turn_completed
hkrul_vroth_banner	wh_main_effect_character_stat_missile_resistance	character_to_character_own_banner	30.0000	start_turn_completed
