effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_iee_lccp				
rhox_torinubar_purchase_east	rhox_torinubar_purchase_east	character_to_character_own	1.0000	start_turn_completed
rhox_torinubar_purchase_west	rhox_torinubar_purchase_west	character_to_character_own	1.0000	start_turn_completed
rhox_volrik_cotw_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_transfer_settlement	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_cotw_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_force_war	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_cotw_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_give_war_coordination_target	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_cotw_hidden_effect_bundle	wh3_main_effect_tze_cotw_enable_break_alliance	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_wind_of_magic_high	wh_main_effect_force_stat_weapon_strength	force_to_force_own_all_units	10.0000	start_turn_completed
rhox_sceolan_embrace_cold	rhox_sceolan_ice_heart_army_ability	force_to_force_own	1.0000	start_turn_completed
rhox_sceolan_cathay_punished	wh3_main_faction_political_diplomacy_mod_cathay	faction_to_faction_own	-30.0000	start_turn_completed
rhox_sceolan_cathay_spared	wh3_main_effect_attribute_enable_causes_fear_vs_cth	faction_to_force_own	1.0000	start_turn_completed
rhox_sceolan_cathay_spared	wh3_main_faction_political_diplomacy_mod_cathay	faction_to_faction_own	40.0000	start_turn_completed
rhox_slaurith_reward_1	wh_main_effect_force_stat_weapon_strength	faction_to_force_own	8.0000	start_turn_completed
rhox_slaurith_reward_2	wh_main_effect_force_stat_melee_attack	faction_to_force_own	8.0000	start_turn_completed
rhox_slaurith_reward_3	wh_main_effect_force_stat_melee_defence	faction_to_force_own	8.0000	start_turn_completed
rhox_slaurith_reward_4	wh_main_effect_force_stat_physical_resistance	faction_to_force_own	8.0000	start_turn_completed
rhox_slaurith_reward_5	wh_main_effect_force_stat_magic_resistance	faction_to_force_own	8.0000	start_turn_completed
rhox_slaurith_reward_6	wh_main_effect_force_stat_speed	faction_to_force_own	8.0000	start_turn_completed
rhox_slaurith_reward_7	wh_main_effect_force_stat_missile_resistance	faction_to_force_own	8.0000	start_turn_completed
rhox_slaurith_reward_8	wh_main_effect_force_stat_fire_resistance	faction_to_force_own	8.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_1	wh_main_effect_force_stat_melee_attack	faction_to_force_own	5.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_1	wh_main_effect_force_stat_leadership	faction_to_force_own	10.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_2	wh_main_effect_force_stat_melee_defence	faction_to_force_own	5.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_2	wh_main_effect_character_stat_unit_health	faction_to_character_own	10.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_3	wh_main_effect_force_stat_ward_save	faction_to_force_own	10.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_1	rhox_engra_archaon_effect_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_2	rhox_engra_archaon_effect_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_engra_campaign_progress_opeation_set_3	rhox_engra_archaon_effect_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_burlok_payload_artifact_1_ritual_dummy	rhox_burlok_payload_artifact_1_ritual_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_burlok_payload_artifact_2_ritual_dummy	rhox_burlok_payload_artifact_2_ritual_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_burlok_payload_artifact_3_ritual_dummy	rhox_burlok_payload_artifact_3_ritual_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
