effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_iee_lccp_faction_leader				
rhox_torinubar_faction_trait	wh2_main_faction_political_diplomacy_mod_skaven	faction_to_faction_own_unseen	-50.0000	start_turn_completed
rhox_torinubar_faction_trait	rhox_torinubar_window_to_the_east_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_torinubar_faction_trait	rhox_torinubar_entrepot_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_valbrand_faction_trait	wh3_dlc20_effect_chs_gift_cap_mod_kho_HIDDEN	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_valbrand_faction_trait	wh3_dlc20_chs_lord_trait_valkia_bloodletting_meter_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_valbrand_faction_trait	rhox_valbrand_capital_tech_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_valbrand_faction_trait	rhox_valbrand_chaos_gift_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_valbrand_faction_trait	rhox_iee_nor_efficient_hunter_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_valbrand_faction_trait	rhox_valbrand_dedicated_to_khorne_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_valbrand_faction_trait	rhox_valbrand_no_access_encamp_raid_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_faction_trait	rhox_volrik_dedicated_to_tzeentch_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_faction_trait	rhox_volrik_chaos_gift_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_faction_trait	rhox_iee_nor_efficient_hunter_dummy2	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_faction_trait	wh3_dlc20_chs_lord_trait_vilitch_cotw_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_faction_trait	wh3_dlc20_effect_chs_gift_cap_mod_tze_HIDDEN	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_volrik_faction_trait	wh3_dlc20_effect_forces_receive_bonuses_at_high_wom_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_hrothyogg_faction_trait	rhox_hrothyogg_recruiter_mercenary_branch_office_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_hrothyogg_faction_trait	hkrul_hrothyogg_melee_maneaters	faction_to_force_own	10.0000	start_turn_completed
rhox_hrothyogg_faction_trait	rhox_hrothyogg_maneater_recruitment_cost	faction_to_force_own_unseen	-20.0000	start_turn_completed
rhox_hrothyogg_faction_trait	wh3_main_effect_force_stat_unit_mass_percentage_mod	faction_to_force_own	5.0000	start_turn_completed
rhox_orghotts_faction_trait	hkrul_spew_dummy_quest	faction_to_province_own_unseen	1.0000	start_turn_completed
rhox_orghotts_faction_trait	wh3_main_effect_corruption_nurgle_adjacent_provinces	faction_to_province_own	2.0000	start_turn_completed
rhox_orghotts_faction_trait	hkrul_spew_riders_rank	faction_to_force_own	2.0000	start_turn_completed
rhox_orghotts_faction_trait	wh3_dlc20_effect_allegiance_points_mod_nurgle	faction_to_faction_own_unseen	25.0000	start_turn_completed
rhox_thorgar_faction_trait	rhox_iee_nor_efficient_hunter_dummy3	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_thorgar_faction_trait	hkrul_thorgar_mammoths_upkeep	faction_to_force_own	-25.0000	start_turn_completed
rhox_thorgar_faction_trait	hkrul_thorgar_ascend_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_thorgar_faction_trait	wh2_main_effect_character_stat_weapon_strength_vs_chaos_norsca	faction_to_force_own	10.0000	start_turn_completed
rhox_dolmance_faction_trait	rhox_dolmance_devotee_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_dolmance_faction_trait	rhox_dolmance_wine_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_dolmance_faction_trait	wh3_main_effect_army_ability_enable_fascination_HIDDEN	faction_to_force_own	1.0000	start_turn_completed
rhox_dolmance_faction_trait	wh3_dlc20_effect_agent_agent_cap_increase_sorcerer_msla	faction_to_faction_own_unseen	2.0000	start_turn_completed
rhox_dolmance_faction_trait	wh_main_effect_force_stat_speed	faction_to_force_own	15.0000	start_turn_completed
rhox_sceolan_faction_trait	rhox_sceolan_embrace_cold_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_sceolan_faction_trait	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	10.0000	start_turn_completed
rhox_sceolan_faction_trait	wh2_dlc11_effect_force_stat_weapon_strength_wef_eternal_guard_dryads	faction_to_force_own	10.0000	start_turn_completed
rhox_sceolan_faction_trait	rhox_sceolan_lore_of_ice_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_zach_faction_trait	hkrul_zacharias_faction_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_zach_faction_trait	wh3_main_effect_winds_of_magic_pool_cap	faction_to_force_own	15.0000	start_turn_completed
rhox_zach_faction_trait	wh2_main_effect_force_stat_weapon_strength_vs_humans	faction_to_force_own	15.0000	start_turn_completed
rhox_slaurith_faction_trait	wh_main_effect_character_wound_recovery_time_mod	faction_to_character_own	-2.0000	start_turn_completed
rhox_slaurith_faction_trait	wh_main_effect_force_stat_armour_infantry	faction_to_force_own	10.0000	start_turn_completed
rhox_slaurith_faction_trait	rhox_slaurith_hunt_knight_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_burlok_faction_trait	rhox_iee_dwf_burlok_dummy1	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_burlok_faction_trait	wh_main_effect_agent_recruitment_xp_engineer	faction_to_province_own_unseen	3.0000	start_turn_completed
rhox_burlok_faction_trait	hkrul_burlok_building_time_dwf_engineers	faction_to_region_own	-25.0000	start_turn_completed
rhox_burlok_faction_trait	wh_main_effect_force_stat_range	faction_to_force_own	10.0000	start_turn_completed
rhox_arbaal_faction_trait	effect_bundle_arbaal_dummy1	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_arbaal_faction_trait	effect_bundle_arbaal_dummy2	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_arbaal_faction_trait	hkrul_arbaal_hound_flanker	faction_to_force_own	1.0000	start_turn_completed
rhox_arbaal_faction_trait	wh3_main_effect_agent_cap_increase_kho_cultist	faction_to_faction_own_unseen	2.0000	start_turn_completed
rhox_vroth_faction_trait	hkrul_vroth_javelin_recruit	faction_to_force_own_unseen	3.0000	start_turn_completed
rhox_vroth_faction_trait	rhox_iee_nor_efficient_hunter_dummy4	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_vroth_faction_trait	wh2_twa03_effect_rakarth_feature_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_vroth_faction_trait	wh_main_effect_force_stat_speed	faction_to_force_own	10.0000	start_turn_completed
rhox_vroth_faction_trait	hkrul_vroth_horse	faction_to_force_own	1.0000	start_turn_completed
rhox_karitamen_faction_trait	rhox_karitamen_god_effect_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_karitamen_faction_trait	wh2_dlc09_effect_unit_cap_tmb_mon_carrion_0	faction_to_faction_own_unseen	4.0000	start_turn_completed
