effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_burlok				
rhox_burlok_payload_artifact_4_elixir_morning_calm	wh_main_effect_building_construction_cost_mod	faction_to_province_own	-10.0000	start_turn_completed
rhox_burlok_payload_artifact_4_elixir_morning_calm	wh3_main_effect_public_order_control_level	faction_to_province_own	3.0000	start_turn_completed
rhox_burlok_payload_artifact_4_elixir_morning_calm	wh_main_effect_force_army_campaign_attrition_all_immunity	faction_to_force_own	1.0000	start_turn_completed
rhox_burlok_payload_artifact_4_elixir_morning_calm	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own	5.0000	start_turn_completed
rhox_burlok_payload_artifact_5_ethereal_fusion	wh_main_effect_character_mod_ancillary_drop	faction_to_character_own_unseen	15.0000	start_turn_completed
rhox_burlok_payload_artifact_5_ethereal_fusion	wh_main_effect_force_army_campaign_ambush_attack_success_chance	faction_to_force_own	20.0000	start_turn_completed
rhox_burlok_payload_artifact_5_ethereal_fusion	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own	5.0000	start_turn_completed
wh3_dlc25_bundle_dwf_confederation_rituals_cost_mods	wh3_dlc25_dwf_ritual_confederation_malakai_cost_mod	faction_to_faction_own_unseen	0.0000	start_turn_completed
rhox_burlok_dwf_ritual_legendary_lord_burlok	rhox_burlok_dwf_ritual_legendary_lord_burlok	faction_to_faction_own_unseen	1.0000	start_turn_completed
