effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_sceolan_office				
cr_far_away_forest_minister_1	rhox_sceolan_office_woodelf_elf_melee_attack	general_to_force_own	5.0000	start_turn_completed
cr_far_away_forest_minister_1	rhox_sceolan_office_woodelf_elf_melee_defence	general_to_force_own	5.0000	start_turn_completed
cr_far_away_forest_minister_2	rhox_sceolan_office_enable_bound_blizzard	character_to_character_own	1.0000	start_turn_completed
cr_far_away_forest_minister_3	wh3_dlc20_effect_economy_gdp_mod_all	faction_to_region_own	10.0000	start_turn_completed
cr_far_away_forest_minister_4	wh_main_faction_political_diplomacy_mod	faction_to_faction_own_unseen	5.0000	start_turn_completed
cr_far_away_forest_minister_5	wh_main_effect_force_all_campaign_movement_range	general_to_force_own	10.0000	start_turn_completed
cr_far_away_forest_minister_5	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	5.0000	start_turn_completed
cr_far_away_forest_minister_6	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10.0000	start_turn_completed
cr_far_away_forest_minister_6	wh_dlc05_faction_political_diplomacy_mod_wood_elves	faction_to_faction_own_unseen	10.0000	start_turn_completed
