character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_engra				
hkrul_engra_special_0_2	wh_main_effect_character_stat_ward_save	1	character_to_character_own	20.0000
hkrul_engra_special_0_2	wh3_main_effect_corruption_chaos_characters	1	character_to_province_any	2.0000
hkrul_engra_special_0_1	wh3_dlc20_effect_force_stat_armour_chs_infantry_units	1	general_to_force_own	10.0000
hkrul_engra_special_0_1	wh_main_effect_force_stat_armour	1	character_to_force_enemy_provincewide	-5.0000
hkrul_engra_special_1_0	wh_main_effect_character_stat_enable_magic_attacks	1	general_to_force_own	1.0000
hkrul_engra_special_1_0	wh_main_effect_character_stat_bonus_vs_infantry	1	character_to_character_own	15.0000
hkrul_engra_special_1_1	wh_main_effect_force_all_campaign_recruitment_cost_all	1	general_to_force_own	-15.0000
hkrul_engra_special_1_1	wh_main_effect_force_stat_melee_defence	1	character_to_force_own_provincewide	8.0000
hkrul_engra_special_1_2	wh_main_effect_force_all_campaign_post_battle_loot_mod	1	character_to_character_own	10.0000
hkrul_engra_special_1_2	wh_main_effect_character_stat_aura_leadership_effect	1	character_to_character_own	5.0000
hkrul_engra_special_1_3	wh3_dlc20_effect_recruit_rank_chaos_marauders	1	force_to_force_own_factionwide	2.0000
hkrul_engra_special_1_3	wh3_dlc20_effect_pooled_resource_mod_souls_battle	1	faction_to_force_own_unseen	30.0000
hkrul_engra_special_1_4	wh2_dlc10_effect_force_stat_melee_attack_vs_chaos_norsca_beastmen	1	general_to_force_own	8.0000
hkrul_engra_special_1_4	wh3_main_effect_winds_of_magic_pool_cap	1	character_to_force_own_unseen	10.0000
hkrul_engra_special_1_5	hkrul_engra_lightning	1	character_to_character_own	1.0000
hkrul_engra_special_1_5	wh_main_effect_character_stat_weapon_strength	1	character_to_character_own	10.0000
innate_hkrul_engra	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_engra	hkrul_engra_kislev_damage	1	character_to_force_own	15.0000
innate_hkrul_engra	hkrul_engra_sword	1	character_to_character_own	1.0000
hkrul_engra_horse	wh_main_effect_enable_mount_chaos_steed	1	character_to_character_own	1.0000
