character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_oerl				
hkrul_oerl_agent_actions	wh2_dlc11_effect_agent_action_enable_champion_hinder_settlement_treasure_hunt	1	character_to_character_own	1.0000
hkrul_oerl_agent_actions	wh2_main_effect_agent_action_enable_champion_assist_army_training	1	character_to_character_own	1.0000
hkrul_oerl_agent_actions	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	1	character_to_character_own	1.0000
hkrul_oerl_agent_actions	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	1	character_to_character_own	1.0000
hkrul_oerl_agent_actions	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	1	character_to_character_own	1.0000
hkrul_oerl_agent_actions	wh2_main_effect_agent_action_enable_champion_passive_stimulate_growth	1	character_to_character_own	1.0000
hkrul_oerl_agent_actions	wh2_main_effect_agent_action_passive_stimulate_growth_effect_negative	1	character_to_enemy_province	-10.0000
hkrul_oerl_agent_actions	wh2_main_effect_agent_action_passive_stimulate_growth_effect_positive	1	character_to_province_own	10.0000
hkrul_oerl_special_1_0	hkrul_oerl_axes	1	agent_to_parent_army_own	1.0000
hkrul_oerl_special_1_0	wh_main_effect_force_stat_ammunition	1	agent_to_parent_army_own	15.0000
hkrul_oerl_special_1_1	hkrul_oerl_wolves_attack	1	agent_to_parent_army_own	-10.0000
hkrul_oerl_special_1_1	hkrul_oerl_bear_attack	1	agent_to_parent_army_own	20.0000
hkrul_oerl_special_1_2	hkrul_oerl_bear_upkeep	1	agent_to_parent_army_own	-50.0000
hkrul_oerl_special_1_2	hkrul_oerl_wolves_upkeep	1	agent_to_parent_army_own	30.0000
hkrul_oerl_special_1_3	hkrul_oerl_frenzy	1	agent_to_parent_army_own	1.0000
hkrul_oerl_special_1_3	hkrul_oerl_bear_xp	1	agent_to_parent_army_own	3.0000
hkrul_oerl_special_1_4	wh_main_effect_agent_field_line_of_sight_mod	1	character_to_character_own	20.0000
hkrul_oerl_special_1_4	wh_main_effect_force_stat_range	1	agent_to_parent_army_own	10.0000
hkrul_oerl_special_1_5	hkrul_oerl_hunters_missile_damage	1	agent_to_parent_army_own	20.0000
hkrul_oerl_special_1_5	hkrul_oerl_bearmen_armor	1	agent_to_parent_army_own	15.0000
hkrul_oerl_special_1_6	hkrul_oerl_axe	1	character_to_character_own	1.0000
hkrul_oerl_special_1_6	wh_main_effect_character_stat_leadership_aura_size	1	character_to_character_own	25.0000
innate_hkrul_oerl	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_oerl	hkrul_oerl_horn	1	character_to_character_own	1.0000
innate_hkrul_oerl	wh_main_effect_agent_movement_range_mod	1	agent_to_parent_army_own	10.0000
