character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_arbaal				
innate_hkrul_arbaal	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_arbaal	rhox_arbaal_spawn_spawn	1	character_to_character_own	1.0000
innate_hkrul_arbaal	hkrul_arbaal_ruiner	1	character_to_character_own	1.0000
innate_hkrul_arbaal	wh_main_effect_force_stat_melee_attack	1	character_to_force_own	10.0000
hkrul_arbaal_special_1_0	wh_main_effect_character_stat_leadership_aura_size	1	character_to_character_own	35.0000
hkrul_arbaal_special_1_0	wh3_main_effect_kho_post_battle_skull_income	1	character_to_force_own	15.0000
hkrul_arbaal_special_1_1	wh3_main_effect_attribute_enable_perfect_vigour_kho_bloodletters	1	character_to_force_own_unseen	1.0000
hkrul_arbaal_special_1_1	wh_main_effect_character_stat_weapon_strength	1	character_to_character_own	20.0000
hkrul_arbaal_special_1_2	wh3_main_effect_corruption_khorne_characters	1	character_to_character_own	4.0000
hkrul_arbaal_special_1_2	wh3_main_effect_upkeep_kho_all	1	general_to_force_own	-15.0000
hkrul_arbaal_special_1_3	wh3_main_effect_skull_piles_modifier	1	character_to_character_own	15.0000
hkrul_arbaal_special_1_3	wh3_main_effect_force_stat_melee_attack_kho_khorne_minotaurs_spawn_bloodthirster_soul_grinder	1	general_to_force_own	10.0000
hkrul_arbaal_special_1_4	wh_main_effect_character_stat_bonus_vs_infantry	1	character_to_character_own	25.0000
hkrul_arbaal_special_1_4	wh3_main_effect_force_stat_weapon_strength_kho_bloodthirster	1	general_to_force_own	15.0000
hkrul_arbaal_special_1_5	hkrul_arbaal_smite	1	character_to_character_own	1.0000
hkrul_arbaal_special_1_5	wh_main_effect_character_stat_weapon_splash_power_mult	1	character_to_character_own	25.0000
hkrul_arbaal_special_0_1	wh3_main_effect_force_stat_charge_bonus_add_kho_bloodletters_bloodcrushers	1	character_to_force_own_unseen	15.0000
hkrul_arbaal_special_0_1	wh3_main_effect_agent_cap_increase_kho_bloodreaper	1	character_to_faction_unseen	2.0000
