character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_valbrand				
hkrul_valbrand_special_0_1	wh_main_effect_force_stat_reload_time_reduction_tower_siege	1	character_to_force_own	5.0000
hkrul_valbrand_special_1_0	wh_main_effect_character_stat_bonus_vs_infantry	1	character_to_character_own	10.0000
hkrul_valbrand_special_1_0	hkrul_valbrand_pal	1	character_to_character_own	1.0000
hkrul_valbrand_special_1_1	wh_main_effect_character_stat_missile_resistance	1	character_to_character_own	15.0000
hkrul_valbrand_special_1_2	wh_main_effect_force_stat_melee_defence_infantry	1	general_to_force_own	5.0000
hkrul_valbrand_special_1_3	wh_main_effect_force_all_campaign_movement_range	1	general_to_force_own_unseen	10.0000
hkrul_valbrand_special_1_4	hkrul_valbrand_helm	1	general_to_force_own_unseen	10.0000
hkrul_valbrand_special_1_5	wh_main_effect_force_stat_melee_defence_infantry	1	general_to_force_own	1.0000
hkrul_valbrand_special_0_2	effect_valbrand_size_dummy	1	character_to_character_own	2.0000
hkrul_valbrand_special_0_2	wh_main_effect_character_stat_unit_health	1	character_to_character_own	10.0000
hkrul_valbrand_special_0_3	effect_valbrand_size_dummy	1	character_to_character_own	2.0000
hkrul_valbrand_special_0_3	wh_main_effect_character_stat_unit_health	1	character_to_character_own	15.0000
rhox_valbrand_nor_lords_campaign_swelling_of_doom	wh_main_effect_hordebuilding_growth_characters	1	general_to_force_own	1.0000
rhox_valbrand_nor_lords_campaign_swelling_of_doom	wh_main_effect_hordebuilding_growth_characters	2	general_to_force_own	3.0000
rhox_valbrand_nor_lords_campaign_swelling_of_doom	wh_main_effect_hordebuilding_growth_characters	3	general_to_force_own	5.0000
innate_hkrul_valbrand	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_valbrand	hkrul_valbrand_mass_dummy	1	character_to_character_own	5.0000
innate_hkrul_valbrand	hkrul_valbrand_eruption	1	character_to_character_own	1.0000
rhox_valbrand_nor_lords_campaign_norse_resilience	wh_main_effect_force_all_campaign_replenishment_rate	1	character_to_character_own_armytext	5.0000
rhox_valbrand_nor_lords_campaign_unnatural_healing	wh_main_effect_force_all_campaign_replenishment_rate	1	character_to_character_own_armytext	4.0000
