character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_sceolan				
hkrul_sceolan_mount	hkrul_sceolan_mount	1	character_to_character_own	1.0000
hkrul_sceolan_mount_2	hkrul_sceolan_mount_2	1	character_to_character_own	1.0000
hkrul_sceolan_mount_3	hkrul_sceolan_mount_3	1	character_to_character_own	1.0000
innate_hkrul_sceolan	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_sceolan	wh3_main_effect_force_stat_vigour_loss_reduction_small_siege	1	general_to_force_own	-15.0000
innate_hkrul_sceolan	wh_main_effect_force_stat_leadership_siege_defence	1	general_to_force_own	8.0000
rhox_sceolan_wise_cunning	wh_main_effect_force_stat_speed	1	general_to_force_own	5.0000
rhox_sceolan_wise_cunning	wh_main_effect_economy_trade_good_commodity_mod	1	character_to_faction	8.0000
rhox_sceolan_wise_cunning	wh_main_effect_public_order_characters	1	character_to_province_own	2.0000
rhox_sceolan_ambush_master	wh_main_effect_attribute_enable_vanguard_deployment_hidden	1	general_to_force_own	1.0000
rhox_sceolan_ambush_master	wh_main_effect_force_army_campaign_ambush_attack_success_chance	1	general_to_force_own	20.0000
rhox_sceolan_ambush_master	wh2_dlc16_effect_force_army_battle_unit_missile_strength_during_ambushes	1	general_to_force_own	15.0000
rhox_sceolan_ambush_master	wh_main_effect_force_stat_leadership_during_ambushes	1	general_to_force_own	8.0000
rhox_sceolan_up_close_personal	wh_main_effect_character_stat_weapon_strength	1	character_to_character_own	10.0000
rhox_sceolan_up_close_personal	wh_main_effect_character_stat_ap_damage	1	character_to_character_own	10.0000
rhox_sceolan_up_close_personal	wh2_dlc11_effect_force_stat_melee_attack_wardancers_wildwood_rangers	1	general_to_force_own	8.0000
rhox_sceolan_up_close_personal	rhox_sceolan_effect_skill_weapon_damage_increase_wef_wardancers_wildwood_rangers	1	general_to_force_own	8.0000
rhox_sceolan_lord_of_winterheart	wh2_dlc11_effect_force_stat_weapon_strength_wef_eternal_guard_dryads	1	general_to_force_own	10.0000
rhox_sceolan_lord_of_winterheart	wh2_dlc11_effect_force_stat_melee_attack_wef_eternal_guard_dryads	1	general_to_force_own	10.0000
rhox_sceolan_lord_of_winterheart	wh_main_effect_force_stat_ward_save	1	general_to_force_own	20.0000
rhox_sceolan_lord_of_winterheart	wh_dlc08_effect_character_stat_enable_frostbite_attacks	1	character_to_character_own	1.0000
innate_hkrul_sceolan	wh2_dlc16_effect_upkeep_elf_units	1	force_to_force_own_lords_army	-25.0000
innate_hkrul_sceolan	wh2_dlc11_effect_force_stat_weapon_strength_wef_eternal_guard_dryads	1	general_to_force_own	5.0000
innate_hkrul_sceolan	wh2_dlc11_effect_force_stat_melee_attack_wef_eternal_guard_dryads	1	general_to_force_own	5.0000
