character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/hkrul_aelfric				
hkrul_aelfric_special_0_1	wh_main_effect_force_stat_leadership_siege_attack	1	character_to_character_own	1.0000
hkrul_aelfric_special_1_0	wh_main_effect_force_stat_leadership	1	general_to_force_own	6.0000
hkrul_aelfric_special_1_1	wh_main_effect_force_stat_armour	1	general_to_force_own	10.0000
hkrul_aelfric_special_1_2	wh3_main_effect_battle_barrier_replenish_rate_mod	1	general_to_force_own_unseen	15.0000
hkrul_aelfric_special_1_2	wh3_main_effect_battle_barrier_health_add	1	character_to_character_own	375.0000
hkrul_aelfric_special_1_3	wh_main_effect_force_stat_missile_resistance	1	general_to_force_own	10.0000
hkrul_aelfric_special_1_4	wh_main_effect_force_stat_leadership_siege_attack	1	character_to_character_own	1.0000
innate_hkrul_aelfric	hkrul_enable_immortality	1	character_to_character_own	1.0000
innate_hkrul_aelfric	hkrul_aelfric_mark_trait	1	character_to_character_own	1.0000
hkrul_aelfric_special_1_5	hkrul_aelfric_howl	1	character_to_character_own	1.0000
