attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/rhox_iee_lccp_leaders	
non_vampire_territory	hkrul_sceolan
athel_loren	hkrul_sceolan
athel_loren	hkrul_sceolan_dragon
non_vampire_territory	hkrul_sceolan_dragon
non_vampire_territory	hkrul_valbrand
non_vampire_territory	hkrul_volrik
chaos_territory	hkrul_volrik
chaos_wastes	hkrul_volrik
snow	hkrul_volrik
chaos_territory	hkrul_volrik_chariot
chaos_wastes	hkrul_volrik_chariot
snow	hkrul_volrik_chariot
non_vampire_territory	hkrul_volrik_chariot
vampire_territory	hkrul_zach
vampire_territory	hkrul_zach_dragon
non_vampire_territory	hef_calith_torinubar
non_vampire_territory	hef_calith_torinubar_eagle
non_vampire_territory	hef_calith_torinubar_dragon
non_vampire_territory	hkrul_spew
nurgle_plague	hkrul_spew
chaos_territory	hkrul_spew
chaos_wastes	hkrul_spew
chaos_territory	hkrul_spew_rider
chaos_wastes	hkrul_spew_rider
non_vampire_territory	hkrul_spew_rider
nurgle_realm	hkrul_spew_rider
snow	hkrul_spew_rider
non_vampire_territory	hkrul_hrothyogg
non_vampire_territory	hkrul_hrothyogg_crusher
non_vampire_territory	hkrul_burlok
non_vampire_territory	hkrul_dolmance
chaos_territory	hkrul_slaurith
chaos_wastes	hkrul_slaurith
non_vampire_territory	hkrul_slaurith
snow	hkrul_slaurith
chaos_territory	hkrul_slaurith_mount
chaos_wastes	hkrul_slaurith_mount
non_vampire_territory	hkrul_slaurith_mount
snow	hkrul_slaurith_mount
chaos_territory	hkrul_engra
chaos_wastes	hkrul_engra
mountain	hkrul_engra
non_vampire_territory	hkrul_engra
nurgle_plague	hkrul_engra
snow	hkrul_engra
chaos_territory	hkrul_engra_horse
chaos_wastes	hkrul_engra_horse
mountain	hkrul_engra_horse
non_vampire_territory	hkrul_engra_horse
nurgle_plague	hkrul_engra_horse
snow	hkrul_engra_horse
horde_infighting	hkrul_duriath
non_vampire_territory	hkrul_duriath
snow	hkrul_duriath
horde_infighting	hkrul_duriath_horse
non_vampire_territory	hkrul_duriath_horse
snow	hkrul_duriath_horse
horde_infighting	hkrul_duriath_pegasus
non_vampire_territory	hkrul_duriath_pegasus
snow	hkrul_duriath_pegasus
horde_infighting	hkrul_duriath_dragon
non_vampire_territory	hkrul_duriath_dragon
snow	hkrul_duriath_dragon
chaos_territory	hkrul_thorgar
mountain	hkrul_thorgar
non_vampire_territory	hkrul_thorgar
nurgle_plague	hkrul_thorgar
snow	hkrul_thorgar
chaos_territory	hkrul_thorgar_chariot
mountain	hkrul_thorgar_chariot
non_vampire_territory	hkrul_thorgar_chariot
nurgle_plague	hkrul_thorgar_chariot
snow	hkrul_thorgar_chariot
chaos_territory	hkrul_thorgar_daemon_prince
mountain	hkrul_thorgar_daemon_prince
non_vampire_territory	hkrul_thorgar_daemon_prince
nurgle_plague	hkrul_thorgar_daemon_prince
snow	hkrul_thorgar_daemon_prince
chaos_territory	hkrul_vroth
mountain	hkrul_vroth
non_vampire_territory	hkrul_vroth
nurgle_plague	hkrul_vroth
snow	hkrul_vroth
chaos_territory	hkrul_vroth_chariot
mountain	hkrul_vroth_chariot
non_vampire_territory	hkrul_vroth_chariot
nurgle_plague	hkrul_vroth_chariot
snow	hkrul_vroth_chariot
chaos_territory	hkrul_vroth_mammoth
mountain	hkrul_vroth_mammoth
non_vampire_territory	hkrul_vroth_mammoth
nurgle_plague	hkrul_vroth_mammoth
snow	hkrul_vroth_mammoth
chaos_territory	hkrul_beorg
mountain	hkrul_beorg
non_vampire_territory	hkrul_beorg
nurgle_plague	hkrul_beorg
snow	hkrul_beorg
chaos_territory	hkrul_beorg_bear
mountain	hkrul_beorg_bear
non_vampire_territory	hkrul_beorg_bear
nurgle_plague	hkrul_beorg_bear
snow	hkrul_beorg_bear
