key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed	faction_set
#ancillaries_tables;0;db/ancillaries_tables/rhox_iee_lccp																												
rhox_sceolan_the_bow_of_loren	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			true	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
rhox_sceolan_the_buckler	wh_main_anc_weapon	.	false	false	false	1	0	9999			true	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
rhox_sceolan_dragon	wh_dlc05_anc_mount_wef_forest_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_sceolan_dragon		1	0		false	false	true	all
hef_calith_torinubar_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hef_calith_torinubar_eagle		1	0		false	false	true	all
hef_calith_torinubar_dragon	wh2_main_anc_mount_star_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hef_calith_torinubar_dragon		1	0		false	false	true	all
hkrul_karitamen_horse	wh2_dlc09_anc_mount_skeleton_steed_tmb	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_karitamen_horse		1	0		false	false	true	all
hkrul_karitamen_chariot	wh2_dlc09_anc_mount_skeleton_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_karitamen_chariot		1	0		false	false	true	all
hkrul_duriath_horse	wh2_main_anc_mount_dark_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_duriath_horse		1	0		false	false	true	all
hkrul_duriath_pegasus	wh2_main_anc_mount_dark_pegasus	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_duriath_pegasus		1	0		false	false	true	all
hkrul_duriath_dragon	wh2_main_anc_mount_black_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_duriath_dragon		1	0		false	false	true	all
hkrul_hrothyogg_crusher	kou_hrothyogg_crusher	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_hrothyogg_crusher		1	0		false	false	true	all
hkrul_slaurith_mount	wh_main_anc_mount_chaos_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_slaurith_mount		1	1		false	false	true	all
hkrul_vroth_chariot	wh_main_anc_mount_chaos_chariot	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_vroth_chariot		1	0		false	false	true	all
hkrul_vroth_mammoth	wh_dlc08_anc_mount_chaos_war_mammoth	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_vroth_mammoth		1	0		false	false	true	all
hkrul_zach_dragon	wh_main_anc_mount_zombie_dragon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_zach_dragon		1	0		false	false	true	all
hkrul_zach_holz	hkrul_zach_holz	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			200	0	follower	false	false	false	all
hkrul_karitamen_sword	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
hkrul_karitamen_mask	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
hkrul_burlok_arm	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
hkrul_burlok_armour	wh_main_anc_armour	.	false	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
hkrul_burlok_hammer	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
rhox_burlok_infrno_frostplate	wh_main_anc_armour	.	false	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
rhox_burlok_granite_gauntlet	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
rhox_burlok_leviathan_amulet	wh_main_anc_talisman	.	false	false	false	1	0	9999			false	false	false	talisman	16	30	30	50	true			200	0		false	false	false	all
hkrul_zach_circlet	wh_main_anc_enchanted_item	.	false	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
hkrul_engra_sword	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	true	all
hkrul_engra_horse	wh_main_anc_mount_chaos_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	hkrul_engra_horse		1	1		false	false	true	all
hkrul_spew_banner	hkrul_spew_banner	.	true	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		hkrul_spew_banner	200	1	banner	false	false	false	all
hkrul_spew_sword	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
