child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/hkrul_slaurith							
hkrul_slaurith_custom_2	hkrul_slaurith_custom_1	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_custom_3	hkrul_slaurith_custom_1	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_custom_4	hkrul_slaurith_custom_1	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_custom_5	hkrul_slaurith_custom_1	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_custom_6	hkrul_slaurith_custom_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_slaurith_custom_6	hkrul_slaurith_custom_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_slaurith_custom_6	hkrul_slaurith_custom_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_slaurith_custom_6	hkrul_slaurith_custom_5	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_slaurith_army_1_1	hkrul_slaurith_army_0	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_army_1_2	hkrul_slaurith_army_0	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_army_1_3	hkrul_slaurith_army_0	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_army_1_5	hkrul_slaurith_army_0	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_army_1_6	hkrul_slaurith_army_0	0	1	1	0.0000	0.0000	REQUIRED
hkrul_slaurith_army_2	hkrul_slaurith_army_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_slaurith_army_2	hkrul_slaurith_army_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_slaurith_army_2	hkrul_slaurith_army_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
hkrul_slaurith_army_2	hkrul_slaurith_army_1_5	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
