child_key	parent_key	initial_descent_tiers	parent_link_position	child_link_position	parent_link_position_offset	child_link_position_offset	link_type
#character_skill_node_links_tables;3;db/character_skill_node_links_tables/rhox_lccp_torinubar_convoy							
rhox_torinubar_convoy_node_army_1_1	rhox_torinubar_convoy_node_army_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_1_2	rhox_torinubar_convoy_node_army_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_1_3	rhox_torinubar_convoy_node_army_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_1_4	rhox_torinubar_convoy_node_army_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_1_5	rhox_torinubar_convoy_node_army_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_1_6	rhox_torinubar_convoy_node_army_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_2	rhox_torinubar_convoy_node_army_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_2	rhox_torinubar_convoy_node_army_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_2	rhox_torinubar_convoy_node_army_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_2	rhox_torinubar_convoy_node_army_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_2	rhox_torinubar_convoy_node_army_1_5	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_2	rhox_torinubar_convoy_node_army_1_6	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_3_1	rhox_torinubar_convoy_node_army_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_3_2	rhox_torinubar_convoy_node_army_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_3_3	rhox_torinubar_convoy_node_army_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_3_4	rhox_torinubar_convoy_node_army_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_army_4	rhox_torinubar_convoy_node_army_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_4	rhox_torinubar_convoy_node_army_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_4	rhox_torinubar_convoy_node_army_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_army_4	rhox_torinubar_convoy_node_army_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_1_1	rhox_torinubar_convoy_node_combat_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_1_2	rhox_torinubar_convoy_node_combat_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_1_3	rhox_torinubar_convoy_node_combat_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_1_4	rhox_torinubar_convoy_node_combat_0	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_2	rhox_torinubar_convoy_node_combat_1_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_2	rhox_torinubar_convoy_node_combat_1_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_2	rhox_torinubar_convoy_node_combat_1_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_2	rhox_torinubar_convoy_node_combat_1_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_3_1	rhox_torinubar_convoy_node_combat_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_3_2	rhox_torinubar_convoy_node_combat_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_3_3	rhox_torinubar_convoy_node_combat_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_3_4	rhox_torinubar_convoy_node_combat_2	0	1	1	0.0000	0.0000	REQUIRED
rhox_torinubar_convoy_node_combat_4	rhox_torinubar_convoy_node_combat_3_1	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_4	rhox_torinubar_convoy_node_combat_3_2	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_4	rhox_torinubar_convoy_node_combat_3_3	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
rhox_torinubar_convoy_node_combat_4	rhox_torinubar_convoy_node_combat_3_4	0	1	1	0.0000	0.0000	SUBSET_REQUIRED
