set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/hkrul_dolmance		
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_misc_01	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_misc_02	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_unique_0	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_unique_1	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_unique_2	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_unique_3	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_unique_4	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_unique_5	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_hkrul_dolmance_innate	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_01	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_02	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_03	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_04	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_05	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_06	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_07	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_08	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_09	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_10	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_11	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_12	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_battle_13	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_01	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_02	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_03	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_04	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_05	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_06	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_07	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_08	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_09	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_10	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_campaign_11	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_01	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_02	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_03	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_04	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_05	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_06	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_07	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_08	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_09	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_10	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_self_11	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_unique_05	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_unique_06	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_unique_07	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_unique_08	false
skill_node_set_hkrul_dolmance	hkrul_skill_node_dolmance_lord_unique_09	false
skill_node_set_hkrul_dolmance	wh3_dlc24_skill_node_all_mentor	false
skill_node_set_hkrul_dolmance	rhox_iee_lccp_agent_action_scaling	false
