set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/hkrul_sceolan		
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_01	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_02	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_04	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_05	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_06	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_07	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_08	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_misc_09	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_unique_0	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_unique_1	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_unique_2	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_unique_3	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_unique_4	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_unique_5	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_0	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_01	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_02	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_03	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_04	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_05	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_06	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_07	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_08	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_09	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_10	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_11	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_battle_12	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_01	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_02	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_03	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_04	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_05	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_06	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_07	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_08	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_09	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_10	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_self_11	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_01	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_02	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_03	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_04	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_05	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_06	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_07	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_08	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_09	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_10	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_campaign_11	false
skill_node_set_hkrul_sceolan	hkrul_skill_node_hkrul_sceolan_innate	false
