set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/rhox_lccp_sceolan_ice_spellsinger		
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_agent_action_scaling	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_set_wef_spellsinger_shadow_mentor	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_campaign_01	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_campaign_02	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_campaign_03	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_campaign_04	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_campaign_05	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_campaign_06	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_campaign_actions_dummy	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_immortality	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_01	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_03	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_04	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_05	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_06	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_07	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_08	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_09	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_10	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_11	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_innate_12	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_unique_04	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh_dlc05_skill_node_wef_spellsinger_shadow_unique_05	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_0	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_1_1	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_1_2	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_1_3	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_1_4	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_2	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_3_1	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_3_2	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_3_3	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_3_4	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_4	false
rhox_lccp_sceolan_wef_spellsinger_ice	wh3_main_skill_node_ksl_frost_maiden_ice_magic_dummy	false
rhox_lccp_sceolan_wef_spellsinger_ice	rhox_lccp_sceolan_wef_spellsinger_ice_1	false
rhox_lccp_sceolan_wef_spellsinger_ice	rhox_lccp_sceolan_wef_spellsinger_ice_2	false
rhox_lccp_sceolan_wef_spellsinger_ice	rhox_lccp_sceolan_wef_spellsinger_ice_3	false
