key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
#unit_abilities_tables;17;db/unit_abilities_tables/rhox_iee_lccp											
rhox_sceolan_ice_heart_army_ability	true	wh3_main_spell_ice_heart_of_winter		wh_type_area_of_direct_damage		wh_main_anc_group_rare	false	false	army		false
wh2_torinubar_kinetic_wave	true	hef_torinubar_kinetic_wave		wh_type_explosion		wh_main_anc_group_uncommon	true	false	active		false
wh2_torinubar_kinetic_combat	false	hef_torinubar_kinetic_combat		wh_type_area_of_augments		wh_main_anc_group_rare	false	false	lord		false
rhox_arbaal_spawn_spawn	true	hkrul_arbaal_curse		wh_type_transform		wh_main_anc_group_rare	true	false	active		false
rhox_sceolan_bound_blizzard	true	wh3_main_spell_tempest_blizzard		wh_type_vortex		wh_main_anc_group_rare	true	false	active		false
rhox_duriath_pour_everything	true	wh_dlc08_nor_lightening_down		wh_type_bombardment		wh_main_anc_group_rare	false	false	army		false
rhox_zach_token	true	hkrul_zach_token		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	passive		false
rhox_zach_dragon_blood	true	hkrul_zach_body		wh_type_augment_of_the_winds		wh_main_anc_group_rare	true	false	active		false
rhox_karitamen_vengence	true	wh_dlc03_spell_beasts_flock_of_doom		wh_type_area_of_direct_damage		wh_main_anc_group_rare	true	false	passive		false
