building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/rhox_iee_lccp	
rhox_hrothyogg_mercenary_branch	wh3_main_bas_ogr
rhox_torinubar_sound_toll	wh2_main_bas_hef
rhox_torinubar_east_foreign	wh2_main_bas_hef
rhox_torinubar_west_foreign	wh2_main_bas_hef
wh3_main_nor_allied_outpost	rhox_valbrand_building_set
rhox_valbrand_NORSCA_beasts	rhox_valbrand_building_set
rhox_valbrand_NORSCA_chaos	rhox_valbrand_building_set
rhox_valbrand_NORSCA_creatures	rhox_valbrand_building_set
rhox_valbrand_NORSCA_loot	rhox_valbrand_building_set
rhox_valbrand_NORSCA_military	rhox_valbrand_building_set
rhox_valbrand_NORSCA_offerings	rhox_valbrand_building_set
rhox_valbrand_NORSCA_settlement_major	rhox_valbrand_building_set
rhox_valbrand_NORSCA_slaves	rhox_valbrand_building_set
rhox_valbrand_NORSCA_smith	rhox_valbrand_building_set
rhox_valbrand_NORSCA_stables	rhox_valbrand_building_set
rhox_valbrand_NORSCA_walls	rhox_valbrand_building_set
rhox_valbrand_NORSCA_worship	rhox_valbrand_building_set
rhox_dolmance_sunstory	wh_main_bas_brt
rhox_dolmance_treasure_wine	wh_main_bas_brt
rhox_dolmance_slaanesh	wh_main_bas_brt
wh2_main_special_solland_market	wh_main_bas_brt
